year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90,employment_change_yoy_pct,wage_growth_yoy_pct,employment_change_5yr_cagr,wage_growth_5yr_cagr,contraction_flag_12mo
2018,FL,25-3098,Substitute Teachers,15630.0,12.53,26070.0,11.69,24310.0,18050.0,35640.0,-2.6168224299065423,1.0465116279069768,,,1
2024,FL,25-3099,"Teachers and Instructors, All Other",8730.0,,60960.0,,57930.0,29350.0,96240.0,,,,,
2015,FL,25-4011,Archivists,170.0,24.56,51090.0,24.88,51750.0,32000.0,68150.0,,,,,
2016,FL,25-4011,Archivists,160.0,24.63,51230.0,24.24,50430.0,29580.0,71090.0,-5.88235294117647,0.2740262282247015,,,1
2017,FL,25-4011,Archivists,150.0,24.06,50050.0,22.59,46980.0,27500.0,72440.0,-6.25,-2.3033378879562756,,,1
2018,FL,25-4011,Archivists,130.0,22.29,46370.0,19.74,41050.0,27970.0,73450.0,-13.333333333333334,-7.352647352647352,,,1
2019,FL,25-4011,Archivists,230.0,18.78,39070.0,16.68,34690.0,25820.0,62940.0,76.92307692307693,-15.742937243907699,,,0
2020,FL,25-4011,Archivists,140.0,20.94,43550.0,19.39,40330.0,27330.0,67650.0,-39.130434782608695,11.466598413104684,-0.03808693640955452,-0.031431253307933726,1
2021,FL,25-4011,Archivists,100.0,23.24,48330.0,22.79,47410.0,30600.0,66650.0,-28.57142857142857,10.97588978185993,-0.08971789848695988,-0.01158691107688381,1
2022,FL,25-4011,Archivists,100.0,22.61,47030.0,22.28,46350.0,29370.0,73220.0,0.0,-2.6898406786674944,-0.07789208851827223,-0.012370213979000955,0
2023,FL,25-4011,Archivists,100.0,22.97,47780.0,21.08,43840.0,31250.0,69360.0,0.0,1.594726770146715,-0.05111991994525078,0.006008869962542462,0
2024,FL,25-4011,Archivists,130.0,24.22,50370.0,22.03,45830.0,30210.0,74960.0,30.0,5.420678107994977,-0.10783926968058988,0.052121045688745093,0
2015,FL,25-4012,Curators,420.0,27.77,57760.0,23.64,49170.0,30240.0,94940.0,,,,,
2016,FL,25-4012,Curators,360.0,27.74,57710.0,24.91,51810.0,32500.0,89040.0,-14.285714285714285,-0.08656509695290858,,,1
2017,FL,25-4012,Curators,510.0,24.45,50860.0,21.85,45460.0,18140.0,91380.0,41.66666666666667,-11.86969329405649,,,0
2018,FL,25-4012,Curators,680.0,22.39,46570.0,19.52,40590.0,18370.0,86150.0,33.33333333333333,-8.434919386551318,,,0
2019,FL,25-4012,Curators,770.0,23.35,48560.0,21.1,43890.0,19810.0,78860.0,13.23529411764706,4.273137212797939,,,0
2020,FL,25-4012,Curators,560.0,26.54,55200.0,24.21,50350.0,28940.0,85740.0,-27.27272727272727,13.673805601317957,0.059223841048812176,-0.009025729601663701,1
2021,FL,25-4012,Curators,420.0,24.88,51760.0,23.07,47980.0,30130.0,77540.0,-25.0,-6.231884057971015,0.03131030647754507,-0.021527467635967468,1
2022,FL,25-4012,Curators,460.0,27.19,56550.0,23.9,49710.0,31510.0,82140.0,9.523809523809524,9.254250386398763,-0.020425364790335188,0.021436212624388773,0
2023,FL,25-4012,Curators,650.0,27.29,56760.0,24.31,50570.0,35450.0,77790.0,41.30434782608695,0.3713527851458886,-0.00898349218481942,0.040368585041922866,0
2024,FL,25-4012,Curators,510.0,29.72,61820.0,26.71,55560.0,35140.0,99310.0,-21.53846153846154,8.914728682170542,-0.07909275393527782,0.049470087275031105,1
2015,FL,25-4013,Museum Technicians and Conservators,320.0,19.77,41120.0,18.36,38190.0,24900.0,62820.0,,,,,
2016,FL,25-4013,Museum Technicians and Conservators,280.0,19.82,41230.0,18.67,38820.0,27130.0,59010.0,-12.5,0.26750972762645914,,,1
2017,FL,25-4013,Museum Technicians and Conservators,330.0,20.08,41760.0,19.0,39520.0,26980.0,60450.0,17.857142857142858,1.2854717438758185,,,0
2018,FL,25-4013,Museum Technicians and Conservators,400.0,20.0,41600.0,19.1,39720.0,27320.0,58430.0,21.21212121212121,-0.38314176245210724,,,0
2019,FL,25-4013,Museum Technicians and Conservators,410.0,19.38,40310.0,18.69,38870.0,23570.0,58850.0,2.5,-3.1009615384615383,,,0
2020,FL,25-4013,Museum Technicians and Conservators,350.0,19.84,41260.0,18.84,39180.0,22870.0,63320.0,-14.634146341463413,2.356735301414041,0.01808400232019891,0.000680008400190335,1
2021,FL,25-4013,Museum Technicians and Conservators,260.0,21.33,44360.0,18.15,37750.0,24460.0,65890.0,-25.71428571428571,7.513330101793504,-0.014712295262298669,0.014742010311888265,1
2022,FL,25-4013,Museum Technicians and Conservators,240.0,22.69,47190.0,21.5,44720.0,29900.0,66600.0,-7.6923076923076925,6.379621280432822,-0.061704874021946354,0.024749930348229254,1
2023,FL,25-4013,Museum Technicians and Conservators,200.0,24.33,50600.0,22.96,47750.0,32590.0,70710.0,-16.666666666666664,7.226107226107226,-0.12944943670387588,0.03994755272054218,1
2024,FL,25-4013,Museum Technicians and Conservators,190.0,25.58,53210.0,23.91,49740.0,32730.0,77830.0,-5.0,5.158102766798419,-0.14257933014267077,0.05710004704450333,1
2015,FL,25-4021,Librarians,5840.0,27.88,58000.0,26.63,55380.0,37170.0,85060.0,,,,,
2016,FL,25-4021,Librarians,5970.0,27.79,57790.0,26.63,55390.0,38240.0,81910.0,2.2260273972602738,-0.3620689655172414,,,0
2017,FL,25-4021,Librarians,5390.0,28.43,59130.0,27.17,56520.0,39730.0,82560.0,-9.715242881072026,2.31874026648209,,,1
2018,FL,25-4021,Librarians,4790.0,27.57,57340.0,26.47,55060.0,38240.0,80730.0,-11.131725417439704,-3.027228141383392,,,1
2019,FL,25-4022,Librarians and Media Collections Specialists,4970.0,26.99,56150.0,26.06,54200.0,33170.0,79950.0,,,,,
2020,FL,25-4022,Librarians and Media Collections Specialists,5340.0,27.5,57190.0,26.16,54410.0,33510.0,83480.0,7.44466800804829,1.8521816562778273,,,0
2021,FL,25-4022,Librarians and Media Collections Specialists,6260.0,28.24,58740.0,29.16,60650.0,37300.0,77540.0,17.228464419475657,2.7102640321734572,,,0
2022,FL,25-4022,Librarians and Media Collections Specialists,5880.0,29.04,60410.0,27.57,57350.0,37900.0,83430.0,-6.070287539936102,2.843037112700034,,,1
2023,FL,25-4022,Librarians and Media Collections Specialists,5940.0,30.48,63400.0,28.71,59710.0,40190.0,88460.0,1.0204081632653061,4.949511670253269,,,0
2024,FL,25-4022,Librarians and Media Collections Specialists,5960.0,30.7,63860.0,28.8,59890.0,46020.0,84640.0,0.33670033670033667,0.725552050473186,0.03699813230905091,0.02606726109273594,0
2015,FL,25-4031,Library Technicians,,17.27,35920.0,16.31,33920.0,22660.0,50450.0,,,,,
2016,FL,25-4031,Library Technicians,2410.0,16.76,34850.0,16.28,33860.0,24630.0,47870.0,,-2.978841870824054,,,
2017,FL,25-4031,Library Technicians,2600.0,16.76,34860.0,16.24,33790.0,23340.0,48890.0,7.883817427385892,0.028694404591104734,,,0
2018,FL,25-4031,Library Technicians,2570.0,16.78,34910.0,16.0,33270.0,24580.0,49490.0,-1.153846153846154,0.1434308663224326,,,0
2019,FL,25-4031,Library Technicians,3060.0,17.4,36200.0,15.87,33010.0,24740.0,53440.0,19.06614785992218,3.695216270409625,,,0
2020,FL,25-4031,Library Technicians,3200.0,17.82,37060.0,16.77,34880.0,25520.0,51270.0,4.57516339869281,2.3756906077348066,,0.006268359937339207,0
2021,FL,25-4031,Library Technicians,3660.0,18.37,38210.0,18.06,37570.0,28810.0,48090.0,14.374999999999998,3.1030760928224503,0.0871583568272023,0.018579311814690413,0
2022,FL,25-4031,Library Technicians,2940.0,20.01,41630.0,17.88,37200.0,28690.0,57950.0,-19.672131147540984,8.950536508767339,0.024884196583282225,0.0361337151880774,1
2023,FL,25-4031,Library Technicians,4000.0,19.57,40700.0,18.38,38230.0,24310.0,55820.0,36.054421768707485,-2.2339658899831853,0.0925098811117111,0.03116677694533232,0
2024,FL,25-4031,Library Technicians,3610.0,20.66,42960.0,18.66,38810.0,31030.0,55770.0,-9.75,5.552825552825553,0.0336110773881837,0.03483507508252304,1
2015,FL,25-9011,Audio-Visual and Multimedia Collections Specialists,70.0,17.73,36890.0,17.19,35760.0,21550.0,56830.0,,,,,
2017,FL,25-9011,Audio-Visual and Multimedia Collections Specialists,60.0,23.15,48140.0,22.53,46850.0,32100.0,70090.0,-14.285714285714285,30.496069395500136,,,1
2018,FL,25-9011,Audio-Visual and Multimedia Collections Specialists,240.0,27.13,56440.0,24.71,51400.0,36340.0,83590.0,300.0,17.24137931034483,,,0
2015,FL,25-9021,Farm and Home Management Advisors,570.0,21.82,45380.0,20.36,42350.0,20020.0,76480.0,,,,,
2016,FL,25-9021,Farm and Home Management Advisors,600.0,21.47,44650.0,20.23,42080.0,19950.0,73800.0,5.263157894736842,-1.608638166593213,,,0
2017,FL,25-9021,Farm and Home Management Advisors,200.0,17.78,36980.0,14.23,29600.0,18780.0,64740.0,-66.66666666666666,-17.17805151175812,,,1
2018,FL,25-9021,Farm and Home Management Advisors,180.0,15.34,31900.0,13.52,28110.0,18620.0,51630.0,-10.0,-13.737155219037318,,,1
2019,FL,25-9021,Farm and Home Management Educators,630.0,20.85,43370.0,18.12,37700.0,19610.0,75780.0,250.0,35.95611285266458,,,0
2020,FL,25-9021,Farm and Home Management Educators,590.0,18.4,38270.0,15.43,32100.0,19060.0,65560.0,-6.349206349206349,-11.759280608715702,0.006921075921169972,-0.0335068192607646,1
2021,FL,25-9021,Farm and Home Management Educators,3310.0,22.06,45890.0,17.84,37100.0,29900.0,74100.0,461.0169491525424,19.911157564672067,0.4071336495369444,0.005493619103448255,0
2022,FL,25-9021,Farm and Home Management Educators,1130.0,22.78,47380.0,18.31,38080.0,29450.0,73650.0,-65.86102719033232,3.246894748311179,0.4138706836756316,0.05081346685021226,1
2023,FL,25-9021,Farm and Home Management Educators,1240.0,24.59,51150.0,23.3,48450.0,30490.0,79610.0,9.734513274336283,7.956943858168003,0.47105813495469606,0.09903365310401635,0
2024,FL,25-9021,Farm and Home Management Educators,2900.0,27.96,58150.0,27.22,56610.0,36510.0,94440.0,133.8709677419355,13.685239491691103,0.3570988725389006,0.06040571428910391,0
2015,FL,25-9031,Instructional Coordinators,9040.0,28.06,58370.0,26.75,55640.0,34120.0,88600.0,,,,,
2016,FL,25-9031,Instructional Coordinators,9820.0,27.51,57210.0,26.13,54340.0,31540.0,86920.0,8.628318584070795,-1.9873222545828337,,,0
2017,FL,25-9031,Instructional Coordinators,8640.0,26.86,55880.0,25.16,52340.0,28750.0,84950.0,-12.016293279022404,-2.324768397133368,,,1
2018,FL,25-9031,Instructional Coordinators,8750.0,25.43,52900.0,24.54,51040.0,27370.0,80690.0,1.2731481481481481,-5.332856120257695,,,0
2019,FL,25-9031,Instructional Coordinators,9720.0,27.29,56760.0,26.48,55070.0,30780.0,85010.0,11.085714285714285,7.296786389413988,,,0
2020,FL,25-9031,Instructional Coordinators,11030.0,29.88,62150.0,28.69,59670.0,33530.0,96310.0,13.477366255144032,9.496124031007753,0.04059423706722387,0.012628830341998576,0
2021,FL,25-9031,Instructional Coordinators,10490.0,30.41,63250.0,29.43,61210.0,36550.0,97540.0,-4.895738893925658,1.7699115044247788,0.013287768059592198,0.020276107064053805,1
2022,FL,25-9031,Instructional Coordinators,10870.0,32.34,67280.0,29.65,61660.0,38620.0,98760.0,3.622497616777884,6.371541501976284,0.046991510722874,0.03782927499046029,0
2023,FL,25-9031,Instructional Coordinators,12230.0,32.46,67510.0,30.12,62650.0,38100.0,105350.0,12.5114995400184,0.34185493460166466,0.06926088688202059,0.04998353095105501,0
2024,FL,25-9031,Instructional Coordinators,11690.0,32.98,68610.0,30.12,62650.0,41600.0,105440.0,-4.415372035977105,1.62938823877944,0.037599250212071444,0.038649476399669425,1
2015,FL,25-9041,Teacher Assistants,42410.0,,24390.0,,23100.0,17890.0,32380.0,,,,,
2016,FL,25-9041,Teacher Assistants,44150.0,,24490.0,,23190.0,17990.0,32760.0,4.102805941994812,0.4100041000410004,,,0
2017,FL,25-9041,Teacher Assistants,46220.0,,24600.0,,23220.0,18100.0,32850.0,4.688561721404303,0.449162923642303,,,0
2018,FL,25-9041,Teacher Assistants,50440.0,,25010.0,,23370.0,18390.0,34310.0,9.130246646473388,1.6666666666666667,,,0
2019,FL,25-9044,"Teaching Assistants, Postsecondary",14480.0,,29080.0,,28250.0,18800.0,40670.0,,,,,
2020,FL,25-9044,"Teaching Assistants, Postsecondary",14610.0,,38130.0,,36410.0,19140.0,60750.0,0.8977900552486188,31.121045392022005,,,0
2021,FL,25-9044,"Teaching Assistants, Postsecondary",2560.0,,29780.0,,29400.0,18710.0,46640.0,-82.47775496235455,-21.89876737477052,,,1
2022,FL,25-9044,"Teaching Assistants, Postsecondary",3130.0,,32920.0,,28300.0,21190.0,48510.0,22.265625,10.543989254533244,,,0
2023,FL,25-9044,"Teaching Assistants, Postsecondary",3800.0,,38150.0,,34100.0,22880.0,59690.0,21.405750798722046,15.886998784933171,,,0
2024,FL,25-9044,"Teaching Assistants, Postsecondary",3120.0,,36560.0,,31100.0,24960.0,57450.0,-17.894736842105264,-4.167758846657929,-0.26433989223863896,0.04684493706353532,1
2019,FL,25-9045,"Teaching Assistants, Except Postsecondary",49490.0,,26640.0,,24290.0,18750.0,36890.0,,,,,
2020,FL,25-9045,"Teaching Assistants, Except Postsecondary",48290.0,,28320.0,,25900.0,19510.0,38970.0,-2.424732269145282,6.306306306306306,,,1
2021,FL,25-9045,"Teaching Assistants, Except Postsecondary",46170.0,,29270.0,,28660.0,21430.0,37310.0,-4.39014288672603,3.3545197740112997,,,1
2022,FL,25-9045,"Teaching Assistants, Except Postsecondary",46530.0,,29380.0,,28640.0,22600.0,37180.0,0.7797270955165692,0.37581141100102494,,,0
2023,FL,25-9045,"Teaching Assistants, Except Postsecondary",48010.0,,31500.0,,30310.0,24360.0,38330.0,3.180743606275521,7.215793056501021,,,0
2024,FL,25-9045,"Teaching Assistants, Except Postsecondary",49110.0,,31850.0,,30230.0,24960.0,37560.0,2.2911893355550927,1.1111111111111112,-0.0015404021433620407,0.03637050195048119,0
2015,FL,25-9099,"Education, Training, and Library Workers, All Other",7710.0,28.97,60250.0,27.6,57400.0,32040.0,96110.0,,,,,
2016,FL,25-9099,"Education, Training, and Library Workers, All Other",10500.0,28.76,59820.0,27.24,56670.0,30960.0,95260.0,36.18677042801556,-0.7136929460580913,,,0
2017,FL,25-9099,"Education, Training, and Library Workers, All Other",8650.0,29.5,61360.0,28.02,58270.0,30660.0,97560.0,-17.61904761904762,2.5743898361751922,,,1
2018,FL,25-9099,"Education, Training, and Library Workers, All Other",7360.0,25.94,53960.0,24.28,50510.0,26180.0,82490.0,-14.913294797687863,-12.059973924380705,,,1
2019,FL,25-9099,"Educational Instruction and Library Workers, All Other",3280.0,22.7,47210.0,22.23,46240.0,24230.0,70460.0,-55.434782608695656,-12.509266123054113,,,1
2020,FL,25-9099,"Educational Instruction and Library Workers, All Other",2240.0,24.11,50140.0,23.88,49660.0,23460.0,77690.0,-31.70731707317073,6.206312221986867,-0.21902212947705746,-0.03607009139223882,1
2021,FL,25-9099,"Educational Instruction and Library Workers, All Other",2190.0,22.86,47550.0,21.47,44660.0,19810.0,77220.0,-2.232142857142857,-5.165536497806142,-0.26911177848374024,-0.04487365883896577,1
2022,FL,25-9099,"Educational Instruction and Library Workers, All Other",2580.0,23.29,48430.0,22.44,46660.0,24320.0,76470.0,17.80821917808219,1.8506834910620398,-0.21490769678757238,-0.04622524390079563,0
2023,FL,25-9099,"Educational Instruction and Library Workers, All Other",3400.0,21.99,45740.0,17.85,37130.0,29440.0,76230.0,31.782945736434108,-5.5544084245302505,-0.14311957729925318,-0.032513655654111906,0
2024,FL,25-9099,"Educational Instruction and Library Workers, All Other",3630.0,23.62,49130.0,20.92,43510.0,31600.0,76680.0,6.764705882352941,7.411456055968518,0.02048483743014451,0.008004689907608054,0
2015,FL,27-1011,Art Directors,950.0,40.22,83660.0,37.4,77790.0,49680.0,122870.0,,,,,
2016,FL,27-1011,Art Directors,1120.0,39.05,81230.0,37.02,77000.0,47100.0,124710.0,17.894736842105264,-2.9046139134592397,,,0
2017,FL,27-1011,Art Directors,1280.0,39.62,82420.0,36.29,75490.0,50130.0,126480.0,14.285714285714285,1.464975994090853,,,0
2018,FL,27-1011,Art Directors,1620.0,37.91,78840.0,33.2,69060.0,42880.0,125320.0,26.5625,-4.343605920892987,,,0
2019,FL,27-1011,Art Directors,1630.0,37.87,78760.0,34.11,70950.0,45780.0,114910.0,0.6172839506172839,-0.10147133434804667,,,0
2020,FL,27-1011,Art Directors,1690.0,46.08,95840.0,37.23,77440.0,46890.0,149590.0,3.6809815950920246,21.686135093956324,0.12210273228969748,0.027556684918663477,0
2021,FL,27-1011,Art Directors,1730.0,39.11,81360.0,37.26,77500.0,47370.0,126780.0,2.366863905325444,-15.108514190317196,0.09085145714164855,0.00031987408429623443,0
2022,FL,27-1011,Art Directors,1920.0,42.68,88770.0,38.39,79850.0,49670.0,141230.0,10.982658959537572,9.107669616519173,0.08447177119769855,0.014954847044622577,0
2023,FL,27-1011,Art Directors,2290.0,47.28,98350.0,44.23,92000.0,52000.0,153940.0,19.270833333333336,10.791934212008561,0.07167745266325087,0.0452147978851718,0
2024,FL,27-1011,Art Directors,2240.0,47.65,99120.0,45.02,93630.0,52400.0,159820.0,-2.1834061135371177,0.7829181494661922,0.06564384970886827,0.04705891092549841,1
2015,FL,27-1012,Craft Artists,110.0,12.88,26800.0,12.06,25090.0,17660.0,44080.0,,,,,
2016,FL,27-1012,Craft Artists,250.0,17.65,36710.0,14.03,29190.0,19920.0,55680.0,127.27272727272727,36.9776119402985,,,0
2017,FL,27-1012,Craft Artists,,19.86,41300.0,14.39,29930.0,20660.0,72290.0,,12.50340506673931,,,
2018,FL,27-1012,Craft Artists,,20.46,42560.0,14.61,30380.0,21600.0,81810.0,,3.050847457627119,,,
2019,FL,27-1012,Craft Artists,150.0,21.89,45540.0,15.5,32240.0,23180.0,91490.0,,7.0018796992481205,,,
2020,FL,27-1012,Craft Artists,180.0,15.76,32780.0,13.65,28390.0,18340.0,54820.0,20.0,-28.019323671497588,0.10350921459993478,0.04110571634307303,0
2021,FL,27-1012,Craft Artists,100.0,15.39,32010.0,11.67,24270.0,19090.0,60520.0,-44.44444444444444,-2.348993288590604,-0.1674467925981269,-0.0270281892593619,1
2022,FL,27-1012,Craft Artists,,16.5,34330.0,12.08,25120.0,21260.0,62960.0,,7.247735082786629,,-0.03629358402502714,
2023,FL,27-1012,Craft Artists,410.0,20.02,41650.0,17.59,36590.0,25340.0,60140.0,,21.322458491115643,,-0.004313365884406228,
2024,FL,27-1012,Craft Artists,,22.99,47820.0,22.51,46810.0,29230.0,86410.0,,14.813925570228093,,0.00981846823571475,
2015,FL,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",420.0,25.61,53260.0,20.52,42680.0,19190.0,86690.0,,,,,
2016,FL,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",580.0,21.63,44980.0,18.37,38210.0,18650.0,76640.0,38.095238095238095,-15.54637626736763,,,0
2017,FL,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",740.0,22.37,46530.0,18.0,37450.0,19830.0,77860.0,27.586206896551722,3.4459759893285904,,,0
2018,FL,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",900.0,22.22,46210.0,18.72,38940.0,19740.0,74780.0,21.62162162162162,-0.6877283473028154,,,0
2019,FL,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",880.0,22.01,45780.0,18.68,38860.0,19030.0,75490.0,-2.2222222222222223,-0.9305345163384549,,,1
2020,FL,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",710.0,22.8,47420.0,22.57,46950.0,19220.0,78600.0,-19.318181818181817,3.582350371341197,0.11071288926030332,-0.022960599736671305,1
