year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2023,54,"Professional, Scientific, and Technical Services",39-2011,Animal Trainers,1050.0,20.96,43590.0,20.01,41630.0,29010.0,59810.0
2023,54,"Professional, Scientific, and Technical Services",39-2021,Animal Caretakers,40580.0,15.11,31430.0,14.35,29840.0,21840.0,40200.0
2023,54,"Professional, Scientific, and Technical Services",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",,18.89,39290.0,18.09,37620.0,37240.0,43620.0
2023,54,"Professional, Scientific, and Technical Services",39-3091,Amusement and Recreation Attendants,590.0,14.55,30260.0,15.07,31340.0,18470.0,35430.0
2023,54,"Professional, Scientific, and Technical Services",39-3092,Costume Attendants,100.0,31.95,66460.0,28.05,58340.0,33430.0,101580.0
2023,54,"Professional, Scientific, and Technical Services",39-3099,"Entertainment Attendants and Related Workers, All Other",170.0,18.59,38660.0,19.23,40000.0,37060.0,41650.0
2023,54,"Professional, Scientific, and Technical Services",39-4012,Crematory Operators,,21.3,44300.0,21.45,44610.0,31450.0,50120.0
2023,54,"Professional, Scientific, and Technical Services",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",250.0,30.08,62570.0,23.27,48390.0,33490.0,101050.0
2023,54,"Professional, Scientific, and Technical Services",39-6012,Concierges,100.0,24.2,50340.0,21.58,44890.0,33640.0,66770.0
2023,54,"Professional, Scientific, and Technical Services",39-7010,Tour and Travel Guides,,19.67,40900.0,19.94,41470.0,27360.0,52000.0
2023,54,"Professional, Scientific, and Technical Services",39-9011,Childcare Workers,1360.0,16.91,35180.0,14.98,31160.0,26360.0,46550.0
2023,54,"Professional, Scientific, and Technical Services",39-9031,Exercise Trainers and Group Fitness Instructors,530.0,32.6,67800.0,28.36,58980.0,37770.0,110890.0
2023,54,"Professional, Scientific, and Technical Services",39-9032,Recreation Workers,30.0,,,,,,
2023,54,"Professional, Scientific, and Technical Services",39-9099,"Personal Care and Service Workers, All Other",,19.51,40590.0,21.53,44790.0,30430.0,46260.0
2023,54,"Professional, Scientific, and Technical Services",41-1011,First-Line Supervisors of Retail Sales Workers,2750.0,24.95,51890.0,22.14,46050.0,29640.0,77060.0
2023,54,"Professional, Scientific, and Technical Services",41-1012,First-Line Supervisors of Non-Retail Sales Workers,18120.0,57.51,119630.0,51.3,106700.0,48610.0,200610.0
2023,54,"Professional, Scientific, and Technical Services",41-2011,Cashiers,3270.0,15.58,32400.0,15.93,33140.0,21570.0,40420.0
2023,54,"Professional, Scientific, and Technical Services",41-2021,Counter and Rental Clerks,3240.0,13.95,29010.0,13.03,27100.0,22920.0,38220.0
2023,54,"Professional, Scientific, and Technical Services",41-2022,Parts Salespersons,200.0,24.2,50330.0,22.03,45810.0,31270.0,78120.0
2023,54,"Professional, Scientific, and Technical Services",41-2031,Retail Salespersons,19020.0,18.01,37460.0,16.57,34470.0,21600.0,52070.0
2023,54,"Professional, Scientific, and Technical Services",41-3011,Advertising Sales Agents,54730.0,38.27,79610.0,31.39,65290.0,32810.0,135410.0
2023,54,"Professional, Scientific, and Technical Services",41-3021,Insurance Sales Agents,3620.0,58.62,121940.0,35.87,74610.0,32090.0,
2023,54,"Professional, Scientific, and Technical Services",41-3031,"Securities, Commodities, and Financial Services Sales Agents",2680.0,57.01,118580.0,47.86,99550.0,47370.0,
2023,54,"Professional, Scientific, and Technical Services",41-3041,Travel Agents,190.0,31.29,65090.0,30.64,63730.0,47720.0,88130.0
2023,54,"Professional, Scientific, and Technical Services",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",271010.0,47.9,99640.0,38.5,80080.0,41260.0,176570.0
2023,54,"Professional, Scientific, and Technical Services",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",39360.0,57.31,119210.0,49.69,103360.0,51340.0,199690.0
2023,54,"Professional, Scientific, and Technical Services",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",29770.0,41.86,87070.0,36.86,76660.0,38910.0,150010.0
2023,54,"Professional, Scientific, and Technical Services",41-9011,Demonstrators and Product Promoters,16520.0,18.42,38310.0,16.07,33430.0,28700.0,58230.0
2023,54,"Professional, Scientific, and Technical Services",41-9012,Models,,38.97,81050.0,30.08,62560.0,42890.0,100560.0
2023,54,"Professional, Scientific, and Technical Services",41-9021,Real Estate Brokers,820.0,33.12,68880.0,29.51,61390.0,37760.0,104860.0
2023,54,"Professional, Scientific, and Technical Services",41-9022,Real Estate Sales Agents,3400.0,54.41,113170.0,36.05,74980.0,37020.0,220670.0
2023,54,"Professional, Scientific, and Technical Services",41-9031,Sales Engineers,16340.0,72.45,150690.0,66.88,139120.0,76920.0,232510.0
2023,54,"Professional, Scientific, and Technical Services",41-9041,Telemarketers,5620.0,18.43,38330.0,17.0,35350.0,28030.0,57680.0
2023,54,"Professional, Scientific, and Technical Services",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",330.0,18.17,37790.0,18.0,37440.0,30390.0,45820.0
2023,54,"Professional, Scientific, and Technical Services",41-9099,"Sales and Related Workers, All Other",6610.0,34.32,71390.0,28.27,58800.0,30880.0,128900.0
2023,54,"Professional, Scientific, and Technical Services",43-1011,First-Line Supervisors of Office and Administrative Support Workers,121710.0,35.94,74750.0,32.65,67910.0,43100.0,115230.0
2023,54,"Professional, Scientific, and Technical Services",43-2011,"Switchboard Operators, Including Answering Service",2730.0,18.02,37480.0,16.36,34040.0,31590.0,42010.0
2023,54,"Professional, Scientific, and Technical Services",43-3011,Bill and Account Collectors,17320.0,22.93,47700.0,21.64,45010.0,32850.0,67820.0
2023,54,"Professional, Scientific, and Technical Services",43-3021,Billing and Posting Clerks,60120.0,23.55,48990.0,21.88,45510.0,33820.0,69940.0
2023,54,"Professional, Scientific, and Technical Services",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",213260.0,24.74,51470.0,23.54,48960.0,32170.0,73680.0
2023,54,"Professional, Scientific, and Technical Services",43-3051,Payroll and Timekeeping Clerks,25320.0,26.03,54150.0,24.51,50970.0,35630.0,75820.0
2023,54,"Professional, Scientific, and Technical Services",43-3061,Procurement Clerks,2530.0,26.05,54180.0,23.45,48780.0,36540.0,72300.0
2023,54,"Professional, Scientific, and Technical Services",43-3071,Tellers,150.0,17.17,35710.0,15.48,32190.0,30710.0,44180.0
2023,54,"Professional, Scientific, and Technical Services",43-3099,"Financial Clerks, All Other",2320.0,22.77,47360.0,22.59,46980.0,33430.0,64680.0
2023,54,"Professional, Scientific, and Technical Services",43-4011,Brokerage Clerks,360.0,31.03,64550.0,28.09,58430.0,50350.0,86440.0
2023,54,"Professional, Scientific, and Technical Services",43-4021,Correspondence Clerks,1140.0,27.12,56400.0,33.0,68650.0,34340.0,68650.0
2023,54,"Professional, Scientific, and Technical Services",43-4041,"Credit Authorizers, Checkers, and Clerks",680.0,21.67,45070.0,22.01,45780.0,35020.0,53740.0
2023,54,"Professional, Scientific, and Technical Services",43-4051,Customer Service Representatives,194020.0,22.24,46260.0,20.35,42330.0,31110.0,66120.0
2023,54,"Professional, Scientific, and Technical Services",43-4061,"Eligibility Interviewers, Government Programs",1900.0,22.18,46140.0,21.77,45280.0,30850.0,63610.0
2023,54,"Professional, Scientific, and Technical Services",43-4071,File Clerks,14990.0,18.84,39200.0,17.69,36790.0,24030.0,56100.0
2023,54,"Professional, Scientific, and Technical Services",43-4081,"Hotel, Motel, and Resort Desk Clerks",280.0,14.88,30960.0,14.19,29520.0,21160.0,40030.0
2023,54,"Professional, Scientific, and Technical Services",43-4111,"Interviewers, Except Eligibility and Loan",18450.0,17.22,35820.0,16.2,33700.0,23240.0,48810.0
2023,54,"Professional, Scientific, and Technical Services",43-4121,"Library Assistants, Clerical",230.0,24.27,50480.0,22.06,45880.0,38260.0,69990.0
2023,54,"Professional, Scientific, and Technical Services",43-4131,Loan Interviewers and Clerks,8600.0,22.91,47650.0,22.76,47340.0,32050.0,62310.0
2023,54,"Professional, Scientific, and Technical Services",43-4141,New Accounts Clerks,90.0,24.13,50190.0,22.01,45780.0,42340.0,64730.0
2023,54,"Professional, Scientific, and Technical Services",43-4151,Order Clerks,5090.0,21.17,44030.0,19.75,41070.0,31500.0,61970.0
2023,54,"Professional, Scientific, and Technical Services",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",8280.0,24.16,50250.0,23.39,48660.0,35170.0,67610.0
2023,54,"Professional, Scientific, and Technical Services",43-4171,Receptionists and Information Clerks,114470.0,17.82,37060.0,17.34,36070.0,28160.0,47300.0
2023,54,"Professional, Scientific, and Technical Services",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,330.0,15.84,32940.0,11.38,23670.0,21370.0,66470.0
2023,54,"Professional, Scientific, and Technical Services",43-4199,"Information and Record Clerks, All Other",4330.0,26.18,54460.0,22.35,46490.0,33280.0,101690.0
2023,54,"Professional, Scientific, and Technical Services",43-5011,Cargo and Freight Agents,3670.0,24.76,51500.0,23.41,48690.0,38130.0,70140.0
2023,54,"Professional, Scientific, and Technical Services",43-5021,Couriers and Messengers,7120.0,16.73,34800.0,16.26,33820.0,22390.0,47480.0
2023,54,"Professional, Scientific, and Technical Services",43-5031,Public Safety Telecommunicators,100.0,25.88,53820.0,23.65,49190.0,45690.0,73940.0
2023,54,"Professional, Scientific, and Technical Services",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",5470.0,25.7,53460.0,22.35,46480.0,33280.0,86130.0
2023,54,"Professional, Scientific, and Technical Services",43-5061,"Production, Planning, and Expediting Clerks",26140.0,30.55,63550.0,28.97,60260.0,40160.0,92110.0
2023,54,"Professional, Scientific, and Technical Services",43-5071,"Shipping, Receiving, and Inventory Clerks",19090.0,21.85,45450.0,20.8,43270.0,31830.0,63470.0
2023,54,"Professional, Scientific, and Technical Services",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,20.93,43540.0,19.21,39960.0,32870.0,57120.0
2023,54,"Professional, Scientific, and Technical Services",43-6011,Executive Secretaries and Executive Administrative Assistants,65000.0,38.71,80520.0,37.51,78020.0,49590.0,116790.0
2023,54,"Professional, Scientific, and Technical Services",43-6012,Legal Secretaries and Administrative Assistants,124810.0,27.23,56630.0,24.31,50560.0,34370.0,84710.0
2023,54,"Professional, Scientific, and Technical Services",43-6013,Medical Secretaries and Administrative Assistants,11690.0,20.92,43510.0,20.12,41850.0,31990.0,57610.0
2023,54,"Professional, Scientific, and Technical Services",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",184530.0,22.99,47830.0,22.17,46120.0,31200.0,65100.0
2023,54,"Professional, Scientific, and Technical Services",43-9021,Data Entry Keyers,26020.0,18.71,38920.0,17.69,36790.0,28740.0,53460.0
2023,54,"Professional, Scientific, and Technical Services",43-9022,Word Processors and Typists,1940.0,26.59,55310.0,22.85,47520.0,33270.0,92500.0
2023,54,"Professional, Scientific, and Technical Services",43-9031,Desktop Publishers,1150.0,29.99,62380.0,24.8,51590.0,32090.0,105930.0
2023,54,"Professional, Scientific, and Technical Services",43-9041,Insurance Claims and Policy Processing Clerks,8350.0,21.65,45030.0,21.43,44570.0,35140.0,56280.0
2023,54,"Professional, Scientific, and Technical Services",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",9010.0,18.31,38080.0,17.57,36550.0,29080.0,49320.0
2023,54,"Professional, Scientific, and Technical Services",43-9061,"Office Clerks, General",196760.0,21.54,44790.0,20.12,41860.0,27500.0,64500.0
2023,54,"Professional, Scientific, and Technical Services",43-9071,"Office Machine Operators, Except Computer",2980.0,18.92,39350.0,18.04,37520.0,20200.0,61810.0
2023,54,"Professional, Scientific, and Technical Services",43-9081,Proofreaders and Copy Markers,1550.0,28.62,59520.0,25.0,52000.0,37370.0,81010.0
2023,54,"Professional, Scientific, and Technical Services",43-9111,Statistical Assistants,2350.0,26.24,54580.0,24.32,50590.0,35440.0,71620.0
2023,54,"Professional, Scientific, and Technical Services",43-9199,"Office and Administrative Support Workers, All Other",9070.0,23.7,49290.0,22.76,47340.0,30140.0,67770.0
2023,54,"Professional, Scientific, and Technical Services",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",550.0,30.76,63980.0,29.2,60730.0,42730.0,88470.0
2023,54,"Professional, Scientific, and Technical Services",45-2011,Agricultural Inspectors,940.0,24.17,50280.0,23.08,48010.0,36020.0,69740.0
2023,54,"Professional, Scientific, and Technical Services",45-2021,Animal Breeders,,26.09,54270.0,24.31,50560.0,39870.0,65250.0
2023,54,"Professional, Scientific, and Technical Services",45-2041,"Graders and Sorters, Agricultural Products",320.0,20.79,43250.0,20.75,43170.0,35240.0,53190.0
2023,54,"Professional, Scientific, and Technical Services",45-2091,Agricultural Equipment Operators,240.0,20.43,42490.0,19.46,40490.0,33280.0,55730.0
2023,54,"Professional, Scientific, and Technical Services",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2480.0,19.75,41080.0,19.54,40650.0,31380.0,51440.0
2023,54,"Professional, Scientific, and Technical Services",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,19.69,40960.0,18.61,38720.0,32340.0,54890.0
2023,54,"Professional, Scientific, and Technical Services",45-2099,"Agricultural Workers, All Other",280.0,25.82,53710.0,22.99,47820.0,29960.0,91880.0
2023,54,"Professional, Scientific, and Technical Services",45-4011,Forest and Conservation Workers,,15.16,31530.0,16.85,35040.0,18180.0,45130.0
2023,54,"Professional, Scientific, and Technical Services",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,10900.0,43.77,91030.0,40.02,83230.0,54730.0,136620.0
2023,54,"Professional, Scientific, and Technical Services",47-2011,Boilermakers,310.0,44.86,93310.0,38.67,80430.0,73050.0,126830.0
2023,54,"Professional, Scientific, and Technical Services",47-2021,Brickmasons and Blockmasons,50.0,24.18,50290.0,20.89,43450.0,41420.0,63820.0
2023,54,"Professional, Scientific, and Technical Services",47-2031,Carpenters,3190.0,32.47,67540.0,29.58,61520.0,42910.0,102770.0
2023,54,"Professional, Scientific, and Technical Services",47-2051,Cement Masons and Concrete Finishers,730.0,28.74,59770.0,30.5,63440.0,45330.0,67270.0
2023,54,"Professional, Scientific, and Technical Services",47-2061,Construction Laborers,8740.0,23.17,48200.0,21.47,44660.0,30390.0,71900.0
2023,54,"Professional, Scientific, and Technical Services",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",,28.05,58340.0,28.94,60190.0,46110.0,77370.0
2023,54,"Professional, Scientific, and Technical Services",47-2073,Operating Engineers and Other Construction Equipment Operators,2670.0,30.73,63920.0,28.5,59280.0,36890.0,100700.0
2023,54,"Professional, Scientific, and Technical Services",47-2111,Electricians,7040.0,32.75,68130.0,31.68,65880.0,45300.0,96980.0
2023,54,"Professional, Scientific, and Technical Services",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",180.0,22.98,47800.0,22.96,47760.0,37600.0,58640.0
2023,54,"Professional, Scientific, and Technical Services",47-2132,"Insulation Workers, Mechanical",60.0,31.08,64640.0,31.0,64480.0,43560.0,98580.0
2023,54,"Professional, Scientific, and Technical Services",47-2141,"Painters, Construction and Maintenance",700.0,31.03,64530.0,31.55,65630.0,37440.0,97150.0
2023,54,"Professional, Scientific, and Technical Services",47-2142,Paperhangers,840.0,22.48,46760.0,21.64,45010.0,35930.0,59740.0
2023,54,"Professional, Scientific, and Technical Services",47-2151,Pipelayers,,23.53,48950.0,22.37,46520.0,46520.0,48500.0
2023,54,"Professional, Scientific, and Technical Services",47-2152,"Plumbers, Pipefitters, and Steamfitters",2790.0,33.62,69930.0,30.62,63700.0,38370.0,102260.0
2023,54,"Professional, Scientific, and Technical Services",47-2171,Reinforcing Iron and Rebar Workers,,16.83,35000.0,16.5,34330.0,29530.0,41650.0
2023,54,"Professional, Scientific, and Technical Services",47-2181,Roofers,60.0,27.24,56660.0,28.45,59170.0,33800.0,76490.0
2023,54,"Professional, Scientific, and Technical Services",47-2211,Sheet Metal Workers,,33.01,68660.0,26.21,54510.0,51130.0,117600.0
2023,54,"Professional, Scientific, and Technical Services",47-2221,Structural Iron and Steel Workers,220.0,29.34,61020.0,29.53,61410.0,45180.0,74400.0
2023,54,"Professional, Scientific, and Technical Services",47-2231,Solar Photovoltaic Installers,190.0,26.34,54780.0,26.65,55440.0,43640.0,71040.0
2023,54,"Professional, Scientific, and Technical Services",47-3013,Helpers--Electricians,610.0,22.32,46420.0,23.12,48100.0,37900.0,51210.0
2023,54,"Professional, Scientific, and Technical Services",47-3019,"Helpers, Construction Trades, All Other",,18.42,38320.0,16.86,35070.0,29340.0,49820.0
2023,54,"Professional, Scientific, and Technical Services",47-4011,Construction and Building Inspectors,50130.0,35.56,73960.0,33.52,69720.0,43690.0,108300.0
2023,54,"Professional, Scientific, and Technical Services",47-4041,Hazardous Materials Removal Workers,2870.0,29.56,61490.0,24.22,50370.0,35350.0,102010.0
2023,54,"Professional, Scientific, and Technical Services",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,,26.67,55470.0,23.9,49710.0,36470.0,72350.0
2023,54,"Professional, Scientific, and Technical Services",47-4090,Miscellaneous Construction and Related Workers,860.0,28.67,59640.0,24.71,51390.0,36720.0,85140.0
2023,54,"Professional, Scientific, and Technical Services",47-5011,"Derrick Operators, Oil and Gas",,22.46,46730.0,22.53,46860.0,43800.0,48940.0
2023,54,"Professional, Scientific, and Technical Services",47-5012,"Rotary Drill Operators, Oil and Gas",210.0,23.54,48960.0,23.17,48190.0,30230.0,66920.0
2023,54,"Professional, Scientific, and Technical Services",47-5013,"Service Unit Operators, Oil and Gas",290.0,31.75,66040.0,30.92,64310.0,37480.0,97800.0
2023,54,"Professional, Scientific, and Technical Services",47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",270.0,27.89,58010.0,28.4,59070.0,48130.0,62260.0
2023,54,"Professional, Scientific, and Technical Services",47-5023,"Earth Drillers, Except Oil and Gas",1380.0,26.27,54640.0,24.19,50320.0,36470.0,76020.0
2023,54,"Professional, Scientific, and Technical Services",47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",200.0,40.73,84710.0,39.56,82290.0,63630.0,111440.0
2023,54,"Professional, Scientific, and Technical Services",47-5071,"Roustabouts, Oil and Gas",350.0,23.94,49790.0,23.4,48670.0,38700.0,63540.0
2023,54,"Professional, Scientific, and Technical Services",47-5081,Helpers--Extraction Workers,310.0,19.78,41140.0,19.67,40910.0,33750.0,50860.0
2023,54,"Professional, Scientific, and Technical Services",47-5099,"Extraction Workers, All Other",,29.89,62160.0,23.49,48860.0,34280.0,100260.0
2023,54,"Professional, Scientific, and Technical Services",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",7160.0,41.22,85730.0,39.33,81810.0,45580.0,128440.0
2023,54,"Professional, Scientific, and Technical Services",49-2011,"Computer, Automated Teller, and Office Machine Repairers",6910.0,24.28,50490.0,23.78,49470.0,33080.0,63790.0
2023,54,"Professional, Scientific, and Technical Services",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",680.0,22.29,46360.0,19.52,40600.0,22140.0,69700.0
2023,54,"Professional, Scientific, and Technical Services",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",7560.0,26.18,54460.0,24.49,50940.0,31560.0,81870.0
2023,54,"Professional, Scientific, and Technical Services",49-2091,Avionics Technicians,1770.0,43.95,91410.0,40.99,85260.0,65840.0,122340.0
2023,54,"Professional, Scientific, and Technical Services",49-2092,"Electric Motor, Power Tool, and Related Repairers",,34.74,72260.0,30.0,62400.0,46110.0,80080.0
2023,54,"Professional, Scientific, and Technical Services",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",220.0,33.9,70510.0,34.86,72510.0,52520.0,94540.0
2023,54,"Professional, Scientific, and Technical Services",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",4830.0,34.18,71090.0,35.51,73860.0,46280.0,95230.0
2023,54,"Professional, Scientific, and Technical Services",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",1070.0,38.94,80990.0,38.24,79540.0,47940.0,104650.0
2023,54,"Professional, Scientific, and Technical Services",49-2097,Audiovisual Equipment Installers and Repairers,1110.0,31.46,65430.0,30.38,63190.0,41450.0,81520.0
2023,54,"Professional, Scientific, and Technical Services",49-2098,Security and Fire Alarm Systems Installers,,28.61,59520.0,23.41,48690.0,25780.0,100520.0
2023,54,"Professional, Scientific, and Technical Services",49-3011,Aircraft Mechanics and Service Technicians,3270.0,36.03,74940.0,35.39,73600.0,54630.0,95790.0
2023,54,"Professional, Scientific, and Technical Services",49-3021,Automotive Body and Related Repairers,70.0,27.16,56490.0,25.32,52670.0,39340.0,86290.0
2023,54,"Professional, Scientific, and Technical Services",49-3023,Automotive Service Technicians and Mechanics,2130.0,29.62,61610.0,29.32,60990.0,38680.0,81870.0
2023,54,"Professional, Scientific, and Technical Services",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1050.0,29.58,61530.0,30.69,63830.0,39070.0,76790.0
2023,54,"Professional, Scientific, and Technical Services",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",1300.0,32.67,67960.0,33.09,68820.0,48080.0,81010.0
2023,54,"Professional, Scientific, and Technical Services",49-3051,Motorboat Mechanics and Service Technicians,250.0,27.58,57370.0,27.51,57220.0,47680.0,69420.0
2023,54,"Professional, Scientific, and Technical Services",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,40.0,25.3,52620.0,26.29,54690.0,48730.0,61010.0
2023,54,"Professional, Scientific, and Technical Services",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",670.0,33.58,69850.0,29.0,60330.0,41590.0,102720.0
2023,54,"Professional, Scientific, and Technical Services",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2240.0,33.14,68920.0,32.01,66570.0,40330.0,98760.0
2023,54,"Professional, Scientific, and Technical Services",49-9041,Industrial Machinery Mechanics,3810.0,33.82,70350.0,30.72,63900.0,44240.0,105050.0
2023,54,"Professional, Scientific, and Technical Services",49-9043,"Maintenance Workers, Machinery",1090.0,31.92,66390.0,28.17,58600.0,38710.0,94240.0
2023,54,"Professional, Scientific, and Technical Services",49-9044,Millwrights,420.0,34.43,71610.0,34.42,71600.0,55680.0,81920.0
2023,54,"Professional, Scientific, and Technical Services",49-9051,Electrical Power-Line Installers and Repairers,,29.48,61320.0,27.95,58130.0,38970.0,98380.0
2023,54,"Professional, Scientific, and Technical Services",49-9052,Telecommunications Line Installers and Repairers,2760.0,26.37,54850.0,24.38,50700.0,38690.0,77440.0
2023,54,"Professional, Scientific, and Technical Services",49-9061,Camera and Photographic Equipment Repairers,,21.08,43850.0,21.13,43950.0,34080.0,52130.0
2023,54,"Professional, Scientific, and Technical Services",49-9062,Medical Equipment Repairers,1450.0,35.25,73330.0,33.27,69200.0,46880.0,100360.0
2023,54,"Professional, Scientific, and Technical Services",49-9069,"Precision Instrument and Equipment Repairers, All Other",610.0,33.64,69970.0,35.62,74090.0,41400.0,82940.0
2023,54,"Professional, Scientific, and Technical Services",49-9071,"Maintenance and Repair Workers, General",25760.0,26.44,55000.0,23.95,49820.0,30400.0,84030.0
2023,54,"Professional, Scientific, and Technical Services",49-9081,Wind Turbine Service Technicians,140.0,30.26,62940.0,28.87,60050.0,47670.0,90220.0
2023,54,"Professional, Scientific, and Technical Services",49-9092,Commercial Divers,130.0,27.1,56360.0,26.65,55430.0,37690.0,78640.0
2023,54,"Professional, Scientific, and Technical Services",49-9094,Locksmiths and Safe Repairers,40.0,36.39,75690.0,34.99,72770.0,51920.0,102530.0
2023,54,"Professional, Scientific, and Technical Services",49-9096,Riggers,660.0,30.59,63620.0,29.07,60470.0,45540.0,88540.0
2023,54,"Professional, Scientific, and Technical Services",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",1210.0,19.48,40510.0,18.48,38430.0,27370.0,54600.0
2023,54,"Professional, Scientific, and Technical Services",49-9099,"Installation, Maintenance, and Repair Workers, All Other",7590.0,26.12,54330.0,23.03,47900.0,34700.0,82320.0
2023,54,"Professional, Scientific, and Technical Services",51-1011,First-Line Supervisors of Production and Operating Workers,11970.0,38.47,80020.0,35.8,74470.0,43680.0,123550.0
2023,54,"Professional, Scientific, and Technical Services",51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",510.0,34.54,71850.0,32.66,67930.0,45080.0,102770.0
2023,54,"Professional, Scientific, and Technical Services",51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",9190.0,24.02,49960.0,22.86,47550.0,37180.0,68440.0
2023,54,"Professional, Scientific, and Technical Services",51-2031,Engine and Other Machine Assemblers,870.0,24.18,50290.0,24.41,50780.0,35940.0,59330.0
2023,54,"Professional, Scientific, and Technical Services",51-2041,Structural Metal Fabricators and Fitters,430.0,27.4,57000.0,27.07,56310.0,33560.0,91960.0
2023,54,"Professional, Scientific, and Technical Services",51-2051,Fiberglass Laminators and Fabricators,,21.94,45630.0,21.24,44170.0,37000.0,59280.0
2023,54,"Professional, Scientific, and Technical Services",51-2090,Miscellaneous Assemblers and Fabricators,16170.0,22.06,45890.0,21.17,44030.0,30630.0,63910.0
2023,54,"Professional, Scientific, and Technical Services",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",300.0,22.06,45890.0,21.75,45240.0,34600.0,55810.0
2023,54,"Professional, Scientific, and Technical Services",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",130.0,20.11,41820.0,20.5,42640.0,33280.0,45380.0
2023,54,"Professional, Scientific, and Technical Services",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",370.0,23.27,48400.0,22.74,47290.0,39410.0,61000.0
2023,54,"Professional, Scientific, and Technical Services",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",110.0,25.54,53120.0,24.0,49920.0,39440.0,61010.0
2023,54,"Professional, Scientific, and Technical Services",51-4041,Machinists,4340.0,30.89,64240.0,29.43,61210.0,43730.0,87710.0
2023,54,"Professional, Scientific, and Technical Services",51-4061,"Model Makers, Metal and Plastic",500.0,33.36,69390.0,31.02,64510.0,48610.0,88420.0
2023,54,"Professional, Scientific, and Technical Services",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",310.0,26.08,54250.0,29.53,61420.0,34460.0,66040.0
2023,54,"Professional, Scientific, and Technical Services",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",260.0,28.06,58370.0,29.64,61640.0,38340.0,71440.0
2023,54,"Professional, Scientific, and Technical Services",51-4111,Tool and Die Makers,420.0,30.1,62600.0,29.03,60380.0,37810.0,90170.0
2023,54,"Professional, Scientific, and Technical Services",51-4121,"Welders, Cutters, Solderers, and Brazers",4290.0,26.32,54750.0,24.92,51830.0,33390.0,76660.0
2023,54,"Professional, Scientific, and Technical Services",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,27.99,58210.0,26.02,54120.0,42720.0,77990.0
2023,54,"Professional, Scientific, and Technical Services",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,39.61,82400.0,39.6,82370.0,68010.0,95970.0
2023,54,"Professional, Scientific, and Technical Services",51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",30.0,22.63,47070.0,20.83,43330.0,38300.0,67030.0
2023,54,"Professional, Scientific, and Technical Services",51-4199,"Metal Workers and Plastic Workers, All Other",70.0,28.94,60200.0,25.79,53650.0,47670.0,92860.0
