year,naics,naics_title,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9021,Construction Managers,9140.0,42.83,89090.0,40.9,85070.0,54020.0,129030.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9031,"Education Administrators, Preschool and Childcare Center/Program",900.0,27.7,57610.0,23.09,48030.0,32310.0,92110.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9032,"Education Administrators, Elementary and Secondary School",1880.0,,93780.0,,93090.0,56970.0,131860.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9033,"Education Administrators, Postsecondary",200.0,47.45,98690.0,42.78,88980.0,55760.0,151860.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9039,"Education Administrators, All Other",7470.0,43.07,89590.0,42.34,88070.0,58420.0,122350.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9041,Architectural and Engineering Managers,16060.0,59.92,124630.0,60.13,125060.0,84910.0,158700.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9051,Food Service Managers,1310.0,26.83,55800.0,23.47,48820.0,32750.0,89210.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9071,Gaming Managers,200.0,40.92,85120.0,35.41,73640.0,44660.0,136280.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9081,Lodging Managers,120.0,24.24,50420.0,22.18,46140.0,23460.0,87300.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9111,Medical and Health Services Managers,26470.0,50.48,105010.0,48.64,101170.0,65080.0,143770.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9121,Natural Sciences Managers,14940.0,51.03,106140.0,50.11,104230.0,67810.0,147290.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9141,"Property, Real Estate, and Community Association Managers",8480.0,35.19,73200.0,32.32,67220.0,36640.0,118650.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9151,Social and Community Service Managers,24750.0,37.73,78480.0,36.15,75190.0,45440.0,117080.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9161,Emergency Management Directors,6450.0,32.39,67370.0,28.9,60120.0,30440.0,118480.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",11-9199,"Managers, All Other",111820.0,49.57,103110.0,50.18,104370.0,54550.0,148840.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1021,"Buyers and Purchasing Agents, Farm Products",390.0,30.25,62930.0,32.15,66870.0,35260.0,79660.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1022,"Wholesale and Retail Buyers, Except Farm Products",380.0,27.98,58200.0,27.42,57030.0,34840.0,87370.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",49340.0,35.63,74100.0,35.99,74860.0,43450.0,102930.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1031,"Claims Adjusters, Examiners, and Investigators",57140.0,32.71,68050.0,33.04,68730.0,42220.0,91270.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1041,Compliance Officers,113790.0,31.38,65280.0,30.45,63350.0,36420.0,94590.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1051,Cost Estimators,790.0,34.78,72340.0,34.08,70880.0,42670.0,109220.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1071,Human Resources Specialists,60800.0,32.44,67460.0,30.52,63470.0,37300.0,103190.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1075,Labor Relations Specialists,2640.0,32.22,67020.0,31.71,65950.0,40900.0,96960.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1081,Logisticians,27470.0,40.22,83660.0,39.12,81380.0,55740.0,114800.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1111,Management Analysts,116340.0,37.12,77210.0,36.04,74950.0,47590.0,108990.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1121,"Meeting, Convention, and Event Planners",3600.0,21.75,45240.0,20.81,43290.0,25350.0,70260.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1131,Fundraisers,440.0,25.38,52790.0,24.44,50830.0,19470.0,89670.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1141,"Compensation, Benefits, and Job Analysis Specialists",13260.0,28.24,58730.0,27.6,57410.0,37320.0,80010.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1151,Training and Development Specialists,18840.0,26.59,55300.0,24.94,51880.0,30800.0,85450.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1161,Market Research Analysts and Marketing Specialists,4750.0,30.73,63910.0,28.5,59270.0,37950.0,98060.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-1199,"Business Operations Specialists, All Other",248000.0,36.49,75900.0,34.75,72280.0,44970.0,108510.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2011,Accountants and Auditors,106510.0,33.29,69250.0,31.27,65040.0,40500.0,102950.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2021,Appraisers and Assessors of Real Estate,26460.0,25.71,53470.0,23.72,49340.0,29310.0,85190.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2031,Budget Analysts,23730.0,35.13,73070.0,33.34,69340.0,48410.0,101920.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2041,Credit Analysts,180.0,33.28,69220.0,30.04,62480.0,45300.0,100840.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2051,Financial Analysts,7890.0,35.38,73600.0,32.03,66630.0,42790.0,111620.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2052,Personal Financial Advisors,540.0,25.84,53750.0,24.71,51410.0,33450.0,75260.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2053,Insurance Underwriters,620.0,31.42,65340.0,31.26,65030.0,44100.0,89910.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2061,Financial Examiners,10810.0,48.08,100000.0,42.11,87580.0,53010.0,166700.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2071,Credit Counselors,320.0,23.42,48710.0,21.56,44850.0,29680.0,74980.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2072,Loan Officers,4400.0,34.22,71180.0,34.73,72230.0,48420.0,91260.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2081,"Tax Examiners and Collectors, and Revenue Agents",59640.0,27.54,57280.0,24.73,51430.0,31660.0,96060.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",13-2099,"Financial Specialists, All Other",31540.0,35.22,73260.0,34.37,71480.0,42210.0,103320.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1111,Computer and Information Research Scientists,6920.0,50.41,104850.0,50.23,104480.0,72230.0,139830.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1121,Computer Systems Analysts,35180.0,37.02,77000.0,36.16,75210.0,51280.0,104260.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1122,Information Security Analysts,2410.0,38.78,80670.0,38.68,80450.0,44720.0,119080.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1131,Computer Programmers,13040.0,34.97,72730.0,35.22,73260.0,45520.0,97730.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1132,"Software Developers, Applications",16630.0,38.29,79640.0,37.77,78560.0,53280.0,109520.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1133,"Software Developers, Systems Software",3620.0,41.52,86360.0,43.34,90140.0,64510.0,104400.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1134,Web Developers,2050.0,30.86,64190.0,29.61,61590.0,40530.0,92980.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1141,Database Administrators,6360.0,37.23,77450.0,36.33,75560.0,46340.0,109730.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1142,Network and Computer Systems Administrators,18110.0,35.36,73540.0,34.28,71310.0,46530.0,103310.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1143,Computer Network Architects,7680.0,34.38,71510.0,34.09,70910.0,42860.0,101130.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1151,Computer User Support Specialists,25470.0,25.26,52550.0,24.25,50440.0,32120.0,76570.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1152,Computer Network Support Specialists,10940.0,29.22,60790.0,27.71,57630.0,37700.0,90680.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-1199,"Computer Occupations, All Other",81870.0,44.1,91720.0,43.87,91250.0,62480.0,123830.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-2011,Actuaries,830.0,46.48,96690.0,46.02,95720.0,47550.0,143080.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-2021,Mathematicians,1040.0,52.27,108720.0,52.17,108500.0,68300.0,158470.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-2031,Operations Research Analysts,9120.0,41.16,85620.0,40.16,83540.0,40190.0,139510.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-2041,Statisticians,7510.0,40.35,83930.0,39.55,82270.0,45610.0,121650.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-2091,Mathematical Technicians,220.0,17.78,36970.0,16.81,34960.0,26500.0,50240.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",15-2099,"Mathematical Science Occupations, All Other",550.0,27.73,57680.0,20.84,43350.0,28270.0,111480.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-1011,"Architects, Except Landscape and Naval",3670.0,41.82,86980.0,41.63,86580.0,59750.0,115040.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-1012,Landscape Architects,1890.0,38.88,80870.0,38.56,80210.0,52870.0,108800.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-1021,Cartographers and Photogrammetrists,5100.0,30.85,64170.0,29.24,60820.0,39700.0,96240.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-1022,Surveyors,4910.0,32.52,67640.0,31.24,64980.0,33660.0,104740.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2011,Aerospace Engineers,9100.0,54.99,114390.0,54.8,113980.0,77210.0,152480.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2021,Agricultural Engineers,610.0,36.09,75070.0,34.88,72540.0,41160.0,108490.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2031,Biomedical Engineers,710.0,42.16,87700.0,43.2,89860.0,55120.0,118060.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2041,Chemical Engineers,1180.0,50.03,104070.0,50.92,105920.0,68930.0,137610.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2051,Civil Engineers,73540.0,40.63,84500.0,40.17,83550.0,54790.0,118300.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2061,Computer Hardware Engineers,4650.0,51.5,107120.0,52.16,108490.0,76390.0,143070.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2071,Electrical Engineers,8800.0,46.35,96400.0,46.29,96280.0,64030.0,128220.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2072,"Electronics Engineers, Except Computer",17460.0,50.2,104410.0,50.45,104940.0,74860.0,139720.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2081,Environmental Engineers,14730.0,39.75,82690.0,40.13,83470.0,49300.0,116820.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2960.0,40.36,83950.0,42.31,88000.0,39960.0,123240.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2112,Industrial Engineers,1950.0,44.32,92190.0,44.29,92120.0,59530.0,122360.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2121,Marine Engineers and Naval Architects,1060.0,48.88,101670.0,46.72,97180.0,62500.0,151500.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2131,Materials Engineers,1870.0,50.97,106010.0,50.62,105290.0,67640.0,150830.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2141,Mechanical Engineers,13440.0,45.76,95170.0,45.19,93990.0,62930.0,122360.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",570.0,44.31,92170.0,42.8,89020.0,54640.0,123400.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2161,Nuclear Engineers,3110.0,45.17,93960.0,44.41,92380.0,59360.0,121550.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2171,Petroleum Engineers,440.0,47.73,99280.0,48.34,100550.0,53930.0,138070.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-2199,"Engineers, All Other",32090.0,52.02,108200.0,53.02,110280.0,55110.0,154000.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3011,Architectural and Civil Drafters,2890.0,28.16,58580.0,27.41,57020.0,36880.0,85110.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3012,Electrical and Electronics Drafters,370.0,37.1,77180.0,39.83,82850.0,47170.0,100270.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3013,Mechanical Drafters,270.0,26.39,54900.0,26.15,54380.0,37690.0,72820.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3019,"Drafters, All Other",420.0,26.23,54570.0,25.72,53490.0,35430.0,75380.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3022,Civil Engineering Technicians,32110.0,24.86,51710.0,23.87,49660.0,33060.0,74000.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3023,Electrical and Electronics Engineering Technicians,12070.0,36.45,75810.0,36.6,76130.0,49570.0,100990.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3024,Electro-Mechanical Technicians,360.0,24.11,50160.0,22.66,47140.0,32770.0,77850.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3025,Environmental Engineering Technicians,3210.0,25.62,53300.0,24.36,50680.0,30050.0,79510.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3026,Industrial Engineering Technicians,1280.0,32.43,67460.0,31.91,66360.0,51440.0,86580.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3027,Mechanical Engineering Technicians,340.0,34.05,70820.0,35.11,73030.0,40170.0,99200.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3029,"Engineering Technicians, Except Drafters, All Other",18840.0,33.68,70040.0,33.74,70190.0,45190.0,95240.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",17-3031,Surveying and Mapping Technicians,8840.0,23.68,49260.0,22.72,47250.0,30810.0,72620.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1011,Animal Scientists,150.0,43.23,89920.0,40.32,83870.0,52390.0,139220.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1012,Food Scientists and Technologists,290.0,35.0,72790.0,34.88,72550.0,39610.0,101270.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1013,Soil and Plant Scientists,2810.0,32.69,68000.0,30.75,63970.0,38400.0,102480.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1021,Biochemists and Biophysicists,310.0,26.02,54130.0,24.6,51170.0,33440.0,79400.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1022,Microbiologists,4320.0,40.87,85020.0,38.25,79560.0,43580.0,134670.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1023,Zoologists and Wildlife Biologists,11730.0,31.39,65280.0,29.24,60820.0,40590.0,97370.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1029,"Biological Scientists, All Other",17690.0,37.32,77620.0,37.05,77070.0,44630.0,102090.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1031,Conservation Scientists,15880.0,30.37,63160.0,29.28,60910.0,37380.0,91250.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1032,Foresters,5580.0,27.6,57400.0,27.15,56470.0,38640.0,76150.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1041,Epidemiologists,2930.0,32.23,67030.0,30.6,63650.0,44630.0,93290.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1042,"Medical Scientists, Except Epidemiologists",1990.0,51.0,106080.0,50.94,105960.0,57150.0,150410.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-1099,"Life Scientists, All Other",1690.0,37.37,77720.0,33.88,70460.0,47660.0,122770.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2011,Astronomers,460.0,63.3,131660.0,67.08,139520.0,86750.0,158700.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2012,Physicists,3520.0,53.05,110350.0,52.17,108510.0,68280.0,158690.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2021,Atmospheric and Space Scientists,3130.0,47.3,98380.0,47.09,97940.0,64530.0,131490.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2031,Chemists,10520.0,41.94,87230.0,40.49,84220.0,45400.0,133980.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2032,Materials Scientists,50.0,59.7,124180.0,58.83,122360.0,74760.0,158700.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2041,"Environmental Scientists and Specialists, Including Health",37340.0,33.47,69610.0,31.6,65740.0,41230.0,106090.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2042,"Geoscientists, Except Hydrologists and Geographers",4580.0,41.31,85920.0,39.84,82880.0,51980.0,122510.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2043,Hydrologists,3550.0,36.96,76870.0,36.11,75110.0,49850.0,106910.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-2099,"Physical Scientists, All Other",9760.0,48.85,101610.0,49.49,102930.0,53240.0,151490.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3011,Economists,7250.0,46.73,97190.0,45.12,93860.0,51670.0,151490.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3022,Survey Researchers,600.0,26.87,55890.0,24.05,50020.0,30080.0,91920.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3031,"Clinical, Counseling, and School Psychologists",8200.0,39.08,81280.0,37.85,78730.0,46610.0,117030.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3032,Industrial-Organizational Psychologists,90.0,40.34,83910.0,37.13,77220.0,51240.0,139830.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3039,"Psychologists, All Other",7860.0,43.5,90470.0,46.8,97330.0,45410.0,115780.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3041,Sociologists,260.0,37.72,78460.0,32.48,67570.0,45290.0,112900.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3051,Urban and Regional Planners,28690.0,33.51,69700.0,32.79,68200.0,42620.0,100890.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3091,Anthropologists and Archeologists,1970.0,33.92,70560.0,33.05,68740.0,45600.0,94110.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3092,Geographers,850.0,38.92,80960.0,39.18,81490.0,53670.0,107500.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3093,Historians,1980.0,29.09,60510.0,26.63,55390.0,27320.0,102930.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3094,Political Scientists,1270.0,51.67,107480.0,51.59,107310.0,57990.0,158690.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-3099,"Social Scientists and Related Workers, All Other",20490.0,38.92,80960.0,37.13,77230.0,52230.0,112030.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4011,Agricultural and Food Science Technicians,610.0,19.25,40050.0,18.22,37900.0,26560.0,56270.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4021,Biological Technicians,13100.0,19.4,40360.0,17.7,36810.0,25430.0,60150.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4031,Chemical Technicians,1820.0,24.48,50910.0,22.96,47770.0,31340.0,77640.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4041,Geological and Petroleum Technicians,150.0,26.02,54110.0,24.19,50310.0,33300.0,85530.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4051,Nuclear Technicians,140.0,36.69,76310.0,36.81,76570.0,61050.0,91540.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4061,Social Science Research Assistants,2000.0,23.64,49180.0,21.87,45490.0,27420.0,77740.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4091,"Environmental Science and Protection Technicians, Including Health",8850.0,22.77,47370.0,21.41,44530.0,28240.0,71540.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4092,Forensic Science Technicians,12380.0,29.18,60700.0,27.52,57230.0,35280.0,93850.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4093,Forest and Conservation Technicians,28130.0,18.33,38130.0,16.9,35140.0,25430.0,54850.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",19-4099,"Life, Physical, and Social Science Technicians, All Other",11530.0,24.18,50300.0,22.55,46900.0,31020.0,76090.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1011,Substance Abuse and Behavioral Disorder Counselors,8580.0,22.77,47350.0,21.7,45140.0,29660.0,69380.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1012,"Educational, Guidance, School, and Vocational Counselors",8570.0,25.73,53510.0,24.5,50960.0,31520.0,78930.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1013,Marriage and Family Therapists,6290.0,32.89,68400.0,33.51,69700.0,46400.0,92290.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1014,Mental Health Counselors,11910.0,26.32,54740.0,24.7,51380.0,32940.0,84250.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1015,Rehabilitation Counselors,21490.0,22.79,47410.0,21.89,45530.0,28140.0,69990.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1019,"Counselors, All Other",5290.0,22.71,47230.0,21.38,44460.0,30300.0,68420.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1021,"Child, Family, and School Social Workers",117560.0,23.47,48820.0,21.81,45350.0,31490.0,74300.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1022,Healthcare Social Workers,16160.0,24.46,50880.0,23.73,49370.0,30220.0,75620.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1023,Mental Health and Substance Abuse Social Workers,16680.0,24.25,50430.0,22.93,47690.0,31760.0,76100.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1029,"Social Workers, All Other",41730.0,29.11,60540.0,29.39,61130.0,35800.0,84010.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1091,Health Educators,12750.0,30.24,62910.0,25.99,54050.0,33740.0,108980.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1092,Probation Officers and Correctional Treatment Specialists,85370.0,26.22,54530.0,23.93,49780.0,33430.0,86680.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1093,Social and Human Service Assistants,77150.0,18.89,39300.0,17.6,36600.0,22860.0,59090.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1094,Community Health Workers,8190.0,20.82,43310.0,18.86,39240.0,24400.0,68390.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-1099,"Community and Social Service Specialists, All Other",37010.0,23.01,47860.0,22.18,46120.0,26740.0,73990.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-2011,Clergy,2700.0,29.16,60660.0,29.68,61740.0,31930.0,89690.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",21-2021,"Directors, Religious Activities and Education",250.0,42.81,89040.0,44.14,91810.0,67890.0,108510.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-1011,Lawyers,128180.0,50.42,104870.0,48.03,99900.0,55500.0,158690.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14580.0,44.77,93120.0,43.56,90600.0,40260.0,158700.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-1022,"Arbitrators, Mediators, and Conciliators",2600.0,33.3,69260.0,30.41,63250.0,38380.0,117150.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-1023,"Judges, Magistrate Judges, and Magistrates",29020.0,55.82,116100.0,61.03,126930.0,36720.0,186720.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-2011,Paralegals and Legal Assistants,37260.0,26.96,56080.0,25.6,53240.0,33630.0,82760.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-2091,Court Reporters,11780.0,28.1,58440.0,25.49,53020.0,33020.0,94400.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-2093,"Title Examiners, Abstractors, and Searchers",1100.0,23.62,49130.0,22.45,46690.0,29410.0,73480.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",23-2099,"Legal Support Workers, All Other",27280.0,34.7,72180.0,28.22,58690.0,36440.0,130240.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-1072,"Nursing Instructors and Teachers, Postsecondary",100.0,,91560.0,,89890.0,66970.0,112520.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,,52590.0,,45200.0,31090.0,87680.0
2015,99,"Federal, State, and Local Government (excluding state and local schools and hospitals)",25-1194,"Vocational Education Teachers, Postsecondary",3970.0,27.42,57030.0,26.57,55270.0,35910.0,80160.0
