year,region,occ_code,occ_title,employment_level,wage_hourly_mean,wage_annual_mean,wage_hourly_median,wage_annual_median,wage_annual_pct10,wage_annual_pct90
2016,US,25-1061,"Anthropology and Archeology Teachers, Postsecondary",5700.0,,91940.0,,81350.0,45060.0,155500.0
2016,US,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",9060.0,,84590.0,,73020.0,38950.0,148640.0
2016,US,25-1063,"Economics Teachers, Postsecondary",13060.0,,111520.0,,95770.0,47560.0,195730.0
2016,US,25-1064,"Geography Teachers, Postsecondary",4140.0,,84660.0,,76810.0,42120.0,134010.0
2016,US,25-1065,"Political Science Teachers, Postsecondary",16720.0,,94090.0,,79210.0,42220.0,164830.0
2016,US,25-1066,"Psychology Teachers, Postsecondary",37640.0,,84440.0,,73140.0,36400.0,148470.0
2016,US,25-1067,"Sociology Teachers, Postsecondary",14580.0,,81600.0,,71840.0,38430.0,133740.0
2016,US,25-1069,"Social Sciences Teachers, Postsecondary, All Other",13320.0,,85950.0,,70740.0,37110.0,166830.0
2016,US,25-1071,"Health Specialties Teachers, Postsecondary",186740.0,,125430.0,,99360.0,43450.0,
2016,US,25-1072,"Nursing Instructors and Teachers, Postsecondary",56210.0,,75030.0,,69130.0,41010.0,117540.0
2016,US,25-1081,"Education Teachers, Postsecondary",58850.0,,70260.0,,62520.0,32280.0,118160.0
2016,US,25-1082,"Library Science Teachers, Postsecondary",4870.0,,72340.0,,68410.0,42470.0,106960.0
2016,US,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",14620.0,,67040.0,,59590.0,34650.0,105210.0
2016,US,25-1112,"Law Teachers, Postsecondary",16010.0,,134530.0,,111210.0,44880.0,
2016,US,25-1113,"Social Work Teachers, Postsecondary",11860.0,,74280.0,,64030.0,34590.0,130520.0
2016,US,25-1121,"Art, Drama, and Music Teachers, Postsecondary",99020.0,,81050.0,,68650.0,34930.0,140070.0
2016,US,25-1122,"Communications Teachers, Postsecondary",28180.0,,74360.0,,65640.0,34420.0,125630.0
2016,US,25-1123,"English Language and Literature Teachers, Postsecondary",71270.0,,76140.0,,63730.0,35790.0,130890.0
2016,US,25-1124,"Foreign Language and Literature Teachers, Postsecondary",28720.0,,73750.0,,63500.0,35210.0,125580.0
2016,US,25-1125,"History Teachers, Postsecondary",21800.0,,80880.0,,71820.0,38000.0,130530.0
2016,US,25-1126,"Philosophy and Religion Teachers, Postsecondary",23180.0,,77420.0,,68360.0,36010.0,127740.0
2016,US,25-1191,Graduate Teaching Assistants,135130.0,,35810.0,,34240.0,18340.0,55080.0
2016,US,25-1192,"Home Economics Teachers, Postsecondary",2970.0,,72790.0,,69190.0,35770.0,115910.0
2016,US,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",17390.0,,67870.0,,59180.0,28290.0,119830.0
2016,US,25-1194,"Vocational Education Teachers, Postsecondary",116430.0,26.8,55730.0,24.36,50660.0,28640.0,90320.0
2016,US,25-1199,"Postsecondary Teachers, All Other",194870.0,,73990.0,,64400.0,24990.0,130090.0
2016,US,25-2011,"Preschool Teachers, Except Special Education",385550.0,16.01,33300.0,13.84,28790.0,19430.0,54310.0
2016,US,25-2012,"Kindergarten Teachers, Except Special Education",151290.0,,55460.0,,52620.0,34050.0,81210.0
2016,US,25-2021,"Elementary School Teachers, Except Special Education",1392660.0,,59020.0,,55800.0,36560.0,88590.0
2016,US,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",626310.0,,59800.0,,56720.0,37810.0,89120.0
2016,US,25-2023,"Career/Technical Education Teachers, Middle School",12730.0,,60350.0,,57560.0,38670.0,87980.0
2016,US,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1003250.0,,61420.0,,58030.0,38180.0,92920.0
2016,US,25-2032,"Career/Technical Education Teachers, Secondary School",80100.0,,59480.0,,57320.0,38330.0,86570.0
2016,US,25-2051,"Special Education Teachers, Preschool",28140.0,,56990.0,,52460.0,32980.0,89290.0
2016,US,25-2052,"Special Education Teachers, Kindergarten and Elementary School",190530.0,,60090.0,,57040.0,37150.0,90260.0
2016,US,25-2053,"Special Education Teachers, Middle School",90250.0,,61910.0,,58560.0,39190.0,93260.0
2016,US,25-2054,"Special Education Teachers, Secondary School",132490.0,,64020.0,,59700.0,39130.0,96930.0
2016,US,25-2059,"Special Education Teachers, All Other",40190.0,,59450.0,,53860.0,35160.0,93620.0
2016,US,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,58810.0,26.51,55140.0,24.35,50650.0,29420.0,84740.0
2016,US,25-3021,Self-Enrichment Education Teachers,229840.0,20.75,43150.0,17.95,37330.0,19440.0,74700.0
2016,US,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",292950.0,,47570.0,,39570.0,19900.0,82960.0
2016,US,25-3098,Substitute Teachers,609960.0,14.86,30900.0,13.47,28010.0,18460.0,46140.0
2016,US,25-4011,Archivists,5760.0,26.24,54570.0,24.28,50500.0,30180.0,88160.0
2016,US,25-4012,Curators,11170.0,28.32,58910.0,25.66,53360.0,29700.0,94430.0
2016,US,25-4013,Museum Technicians and Conservators,10970.0,21.53,44780.0,19.25,40040.0,23130.0,73080.0
2016,US,25-4021,Librarians,129350.0,28.78,59870.0,27.73,57680.0,34100.0,90140.0
2016,US,25-4031,Library Technicians,93410.0,16.72,34780.0,15.81,32890.0,19680.0,52880.0
2016,US,25-9011,Audio-Visual and Multimedia Collections Specialists,10300.0,24.1,50130.0,23.0,47840.0,26760.0,78090.0
2016,US,25-9021,Farm and Home Management Advisors,8620.0,25.07,52150.0,23.79,49490.0,24760.0,80900.0
2016,US,25-9031,Instructional Coordinators,147330.0,31.49,65500.0,30.03,62460.0,35230.0,100320.0
2016,US,25-9041,Teacher Assistants,1263820.0,,27120.0,,25410.0,18120.0,38820.0
2016,US,25-9099,"Education, Training, and Library Workers, All Other",100640.0,22.58,46970.0,20.48,42600.0,22180.0,78270.0
2016,US,27-1011,Art Directors,36210.0,48.64,101170.0,43.18,89820.0,48660.0,166400.0
2016,US,27-1012,Craft Artists,5070.0,18.7,38900.0,16.08,33440.0,19520.0,65080.0
2016,US,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",11520.0,27.6,57410.0,24.42,50790.0,19620.0,103680.0
2016,US,27-1014,Multimedia Artists and Animators,29810.0,34.71,72200.0,31.4,65300.0,38520.0,115960.0
2016,US,27-1019,"Artists and Related Workers, All Other",7010.0,31.07,64630.0,29.5,61360.0,30360.0,103860.0
2016,US,27-1021,Commercial and Industrial Designers,31860.0,34.08,70880.0,32.59,67790.0,37400.0,105690.0
2016,US,27-1022,Fashion Designers,19230.0,36.77,76480.0,31.33,65170.0,33740.0,130050.0
2016,US,27-1023,Floral Designers,43990.0,13.27,27610.0,12.43,25850.0,18760.0,39130.0
2016,US,27-1024,Graphic Designers,210710.0,25.14,52290.0,22.9,47640.0,27950.0,82020.0
2016,US,27-1025,Interior Designers,53160.0,27.03,56220.0,23.95,49810.0,26260.0,91230.0
2016,US,27-1026,Merchandise Displayers and Window Trimmers,114690.0,14.47,30090.0,12.83,26700.0,18950.0,47150.0
2016,US,27-1027,Set and Exhibit Designers,12060.0,27.69,57600.0,24.51,50990.0,26310.0,97320.0
2016,US,27-1029,"Designers, All Other",7230.0,30.42,63270.0,25.66,53380.0,21860.0,116250.0
2016,US,27-2011,Actors,48620.0,39.84,,18.7,,,
2016,US,27-2012,Producers and Directors,114510.0,45.12,93840.0,34.11,70950.0,32940.0,189870.0
2016,US,27-2021,Athletes and Sports Competitors,10260.0,,83730.0,,47710.0,19540.0,
2016,US,27-2022,Coaches and Scouts,230930.0,,41000.0,,31460.0,18120.0,71940.0
2016,US,27-2023,"Umpires, Referees, and Other Sports Officials",18660.0,,35540.0,,25660.0,18150.0,58160.0
2016,US,27-2031,Dancers,10060.0,18.29,,13.74,,,
2016,US,27-2032,Choreographers,5160.0,25.77,53610.0,23.19,48240.0,21520.0,94400.0
2016,US,27-2041,Music Directors and Composers,18380.0,29.15,60630.0,24.09,50110.0,20820.0,106700.0
2016,US,27-2042,Musicians and Singers,40110.0,34.56,,25.14,,,
2016,US,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",13150.0,23.2,,17.34,,,
2016,US,27-3011,Radio and Television Announcers,29210.0,23.16,48170.0,15.1,31400.0,18390.0,89720.0
2016,US,27-3012,Public Address System and Other Announcers,8020.0,20.55,42740.0,13.91,28940.0,17860.0,77640.0
2016,US,27-3021,Broadcast News Analysts,5070.0,37.6,78200.0,27.25,56680.0,25690.0,163490.0
2016,US,27-3022,Reporters and Correspondents,40090.0,23.93,49770.0,18.18,37820.0,22120.0,86610.0
2016,US,27-3031,Public Relations Specialists,226940.0,31.99,66540.0,27.89,58020.0,32090.0,110560.0
2016,US,27-3041,Editors,97170.0,31.77,66080.0,27.51,57210.0,29760.0,111610.0
2016,US,27-3042,Technical Writers,49780.0,35.18,73160.0,33.58,69850.0,41700.0,111260.0
2016,US,27-3043,Writers and Authors,44690.0,34.58,71920.0,29.44,61240.0,29380.0,118640.0
2016,US,27-3091,Interpreters and Translators,51350.0,24.64,51260.0,22.17,46120.0,25370.0,83010.0
2016,US,27-3099,"Media and Communication Workers, All Other",23310.0,24.45,50860.0,20.96,43600.0,23780.0,91820.0
2016,US,27-4011,Audio and Video Equipment Technicians,69670.0,22.81,47450.0,20.3,42230.0,24020.0,78980.0
2016,US,27-4012,Broadcast Technicians,30330.0,21.84,45430.0,18.54,38550.0,19460.0,80280.0
2016,US,27-4013,Radio Operators,870.0,22.49,46780.0,22.24,46250.0,19740.0,73930.0
2016,US,27-4014,Sound Engineering Technicians,15210.0,31.37,65240.0,25.81,53680.0,24440.0,121630.0
2016,US,27-4021,Photographers,48660.0,20.5,42640.0,16.38,34070.0,19110.0,76220.0
2016,US,27-4031,"Camera Operators, Television, Video, and Motion Picture",21710.0,30.38,63200.0,26.48,55080.0,26940.0,109200.0
2016,US,27-4032,Film and Video Editors,29880.0,39.52,82190.0,30.18,62760.0,27640.0,162260.0
2016,US,27-4099,"Media and Communication Equipment Workers, All Other",18620.0,36.78,76500.0,36.39,75700.0,35060.0,118840.0
2016,US,29-1011,Chiropractors,32960.0,39.04,81210.0,32.46,67520.0,32380.0,141030.0
2016,US,29-1021,"Dentists, General",105620.0,83.59,173860.0,73.99,153900.0,67690.0,
2016,US,29-1022,Oral and Maxillofacial Surgeons,5380.0,111.96,232870.0,,,69550.0,
2016,US,29-1023,Orthodontists,5200.0,109.99,228780.0,,,91580.0,
2016,US,29-1024,Prosthodontists,750.0,80.84,168140.0,60.6,126050.0,74990.0,
2016,US,29-1029,"Dentists, All Other Specialists",5380.0,82.64,171900.0,83.17,173000.0,38130.0,
2016,US,29-1031,Dietitians and Nutritionists,61430.0,28.69,59670.0,28.33,58920.0,36470.0,82410.0
2016,US,29-1041,Optometrists,36430.0,56.53,117580.0,51.03,106140.0,52810.0,192050.0
2016,US,29-1051,Pharmacists,305510.0,57.82,120270.0,58.77,122230.0,87120.0,157950.0
2016,US,29-1061,Anesthesiologists,30190.0,129.62,269600.0,,,146310.0,
2016,US,29-1062,Family and General Practitioners,122970.0,96.54,200810.0,91.58,190490.0,69890.0,
2016,US,29-1063,"Internists, General",45290.0,97.04,201840.0,94.42,196380.0,60080.0,
2016,US,29-1064,Obstetricians and Gynecologists,19800.0,112.65,234310.0,,,82570.0,
2016,US,29-1065,"Pediatricians, General",26960.0,88.58,184240.0,81.24,168990.0,84770.0,
2016,US,29-1066,Psychiatrists,24820.0,96.26,200220.0,93.63,194740.0,61330.0,
2016,US,29-1067,Surgeons,41190.0,121.59,252910.0,,,104680.0,
2016,US,29-1069,"Physicians and Surgeons, All Other",338620.0,98.83,205560.0,99.48,206920.0,59090.0,
2016,US,29-1071,Physician Assistants,104050.0,49.08,102090.0,48.79,101480.0,65620.0,142210.0
2016,US,29-1081,Podiatrists,9800.0,69.28,144110.0,60.01,124830.0,48830.0,
2016,US,29-1122,Occupational Therapists,118070.0,40.25,83730.0,39.38,81910.0,54200.0,119720.0
2016,US,29-1123,Physical Therapists,216920.0,41.93,87220.0,41.06,85400.0,58190.0,122130.0
2016,US,29-1124,Radiation Therapists,17450.0,40.86,84980.0,38.54,80160.0,53680.0,123710.0
2016,US,29-1125,Recreational Therapists,18100.0,23.17,48190.0,22.31,46410.0,28010.0,72340.0
2016,US,29-1126,Respiratory Therapists,126770.0,29.15,60640.0,28.21,58670.0,42490.0,81550.0
2016,US,29-1127,Speech-Language Pathologists,135980.0,37.6,78210.0,35.9,74680.0,47070.0,116810.0
2016,US,29-1128,Exercise Physiologists,6880.0,24.19,50310.0,22.76,47340.0,32290.0,74330.0
2016,US,29-1129,"Therapists, All Other",11320.0,29.13,60590.0,27.26,56700.0,33900.0,95530.0
2016,US,29-1131,Veterinarians,67650.0,48.34,100560.0,42.68,88770.0,52470.0,161070.0
2016,US,29-1141,Registered Nurses,2857180.0,34.7,72180.0,32.91,68450.0,47120.0,102990.0
2016,US,29-1151,Nurse Anesthetists,39860.0,78.86,164030.0,77.05,160270.0,107960.0,
2016,US,29-1161,Nurse Midwives,6270.0,49.23,102390.0,47.97,99770.0,66660.0,142510.0
2016,US,29-1171,Nurse Practitioners,150230.0,50.3,104610.0,48.52,100910.0,72420.0,140930.0
2016,US,29-1181,Audiologists,12310.0,38.12,79290.0,36.53,75980.0,50490.0,113540.0
2016,US,29-1199,"Health Diagnosing and Treating Practitioners, All Other",36280.0,40.77,84800.0,35.83,74530.0,39330.0,135650.0
2016,US,29-2011,Medical and Clinical Laboratory Technologists,166730.0,30.02,62440.0,29.36,61070.0,41550.0,85160.0
2016,US,29-2012,Medical and Clinical Laboratory Technicians,160190.0,20.05,41700.0,18.73,38950.0,26010.0,61720.0
2016,US,29-2021,Dental Hygienists,204990.0,35.31,73440.0,35.05,72910.0,50870.0,100170.0
2016,US,29-2031,Cardiovascular Technologists and Technicians,53760.0,27.45,57100.0,26.71,55570.0,28650.0,89450.0
2016,US,29-2032,Diagnostic Medical Sonographers,65790.0,34.49,71750.0,33.49,69650.0,48660.0,99100.0
2016,US,29-2033,Nuclear Medicine Technologists,19650.0,36.52,75960.0,35.75,74350.0,53440.0,101850.0
2016,US,29-2034,Radiologic Technologists,200650.0,28.49,59260.0,27.62,57450.0,38660.0,82590.0
2016,US,29-2035,Magnetic Resonance Imaging Technologists,35850.0,33.29,69240.0,32.9,68420.0,47960.0,95890.0
2016,US,29-2041,Emergency Medical Technicians and Paramedics,244960.0,17.36,36110.0,15.71,32670.0,21240.0,56310.0
2016,US,29-2051,Dietetic Technicians,32240.0,14.12,29360.0,12.67,26350.0,18380.0,45960.0
2016,US,29-2052,Pharmacy Technicians,398390.0,15.47,32170.0,14.86,30920.0,21370.0,45710.0
2016,US,29-2053,Psychiatric Technicians,61720.0,17.25,35870.0,14.89,30970.0,21330.0,59960.0
2016,US,29-2054,Respiratory Therapy Technicians,10600.0,24.29,50520.0,23.93,49780.0,30800.0,72970.0
2016,US,29-2055,Surgical Technologists,105720.0,22.5,46800.0,21.71,45160.0,31720.0,64800.0
2016,US,29-2056,Veterinary Technologists and Technicians,99390.0,16.29,33870.0,15.62,32490.0,22340.0,48330.0
2016,US,29-2057,Ophthalmic Medical Technicians,43990.0,17.81,37040.0,17.08,35530.0,24810.0,51330.0
2016,US,29-2061,Licensed Practical and Licensed Vocational Nurses,702400.0,21.56,44840.0,21.2,44090.0,32510.0,60420.0
2016,US,29-2071,Medical Records and Health Information Technicians,200140.0,19.93,41460.0,18.29,38040.0,25070.0,62840.0
2016,US,29-2081,"Opticians, Dispensing",75270.0,18.2,37860.0,17.08,35530.0,22670.0,57180.0
2016,US,29-2091,Orthotists and Prosthetists,7500.0,33.62,69920.0,31.55,65630.0,35870.0,104010.0
2016,US,29-2092,Hearing Aid Specialists,6740.0,25.48,53000.0,24.16,50250.0,26830.0,80940.0
2016,US,29-2099,"Health Technologists and Technicians, All Other",122170.0,22.13,46020.0,19.75,41070.0,26990.0,71280.0
2016,US,29-9011,Occupational Health and Safety Specialists,76630.0,34.85,72480.0,34.09,70920.0,41320.0,104460.0
2016,US,29-9012,Occupational Health and Safety Technicians,16560.0,25.25,52520.0,23.47,48820.0,30820.0,79990.0
2016,US,29-9091,Athletic Trainers,24130.0,,47880.0,,45630.0,30300.0,69140.0
2016,US,29-9092,Genetic Counselors,2720.0,36.04,74960.0,35.64,74120.0,45540.0,104770.0
2016,US,29-9099,"Healthcare Practitioners and Technical Workers, All Other",36000.0,27.87,57960.0,23.47,48820.0,25960.0,104050.0
2016,US,31-1011,Home Health Aides,814300.0,11.35,23600.0,10.87,22600.0,17990.0,30610.0
2016,US,31-1013,Psychiatric Aides,67410.0,13.83,28770.0,12.85,26720.0,18940.0,42220.0
2016,US,31-1014,Nursing Assistants,1443150.0,13.29,27650.0,12.78,26590.0,20040.0,37900.0
2016,US,31-1015,Orderlies,52940.0,13.73,28550.0,12.83,26690.0,19590.0,40180.0
2016,US,31-2011,Occupational Therapy Assistants,38170.0,28.62,59530.0,28.37,59010.0,39160.0,80090.0
2016,US,31-2012,Occupational Therapy Aides,7210.0,15.31,31840.0,13.62,28330.0,20430.0,51180.0
2016,US,31-2021,Physical Therapist Assistants,85580.0,27.33,56850.0,27.21,56610.0,34640.0,79040.0
2016,US,31-2022,Physical Therapist Aides,50030.0,13.41,27890.0,12.35,25680.0,19370.0,38340.0
2016,US,31-9011,Massage Therapists,95830.0,21.39,44480.0,19.17,39860.0,19720.0,74870.0
2016,US,31-9091,Dental Assistants,327290.0,18.22,37890.0,17.76,36940.0,25460.0,52000.0
2016,US,31-9092,Medical Assistants,623560.0,15.79,32850.0,15.17,31540.0,22870.0,45310.0
2016,US,31-9093,Medical Equipment Preparers,52500.0,17.29,35960.0,16.54,34400.0,23610.0,50620.0
2016,US,31-9094,Medical Transcriptionists,54070.0,17.86,37150.0,17.17,35720.0,22330.0,51640.0
2016,US,31-9095,Pharmacy Aides,36660.0,13.66,28420.0,12.14,25240.0,18480.0,44380.0
2016,US,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,79990.0,12.89,26810.0,12.14,25250.0,18540.0,37810.0
2016,US,31-9097,Phlebotomists,120970.0,16.22,33750.0,15.72,32710.0,23330.0,46850.0
2016,US,31-9099,"Healthcare Support Workers, All Other",93830.0,18.13,37720.0,17.46,36330.0,21890.0,54240.0
2016,US,33-1011,First-Line Supervisors of Correctional Officers,43230.0,31.3,65100.0,29.12,60560.0,39260.0,98290.0
2016,US,33-1012,First-Line Supervisors of Police and Detectives,100200.0,42.5,88400.0,40.79,84840.0,50370.0,134810.0
2016,US,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,57170.0,37.04,77050.0,35.84,74540.0,42070.0,117800.0
2016,US,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",72880.0,24.37,50690.0,22.99,47820.0,26780.0,78740.0
2016,US,33-2011,Firefighters,315910.0,24.29,50520.0,23.09,48030.0,23700.0,81110.0
2016,US,33-2021,Fire Inspectors and Investigators,11910.0,29.64,61660.0,28.1,58440.0,34530.0,95270.0
2016,US,33-2022,Forest Fire Inspectors and Prevention Specialists,1650.0,21.3,44300.0,17.42,36230.0,24700.0,76660.0
2016,US,33-3011,Bailiffs,17880.0,21.99,45740.0,20.52,42670.0,23300.0,74300.0
2016,US,33-3012,Correctional Officers and Jailers,431600.0,22.48,46750.0,20.59,42820.0,28500.0,74630.0
2016,US,33-3021,Detectives and Criminal Investigators,104980.0,39.18,81490.0,37.56,78120.0,42220.0,131200.0
2016,US,33-3031,Fish and Game Wardens,6610.0,26.33,54760.0,24.87,51730.0,34360.0,77440.0
2016,US,33-3041,Parking Enforcement Workers,8920.0,19.06,39650.0,18.25,37950.0,22510.0,60110.0
2016,US,33-3051,Police and Sheriff's Patrol Officers,657690.0,30.17,62760.0,28.69,59680.0,34230.0,98510.0
2016,US,33-3052,Transit and Railroad Police,4810.0,32.62,67850.0,32.03,66610.0,41540.0,96670.0
2016,US,33-9011,Animal Control Workers,12970.0,17.6,36600.0,16.61,34550.0,21440.0,55600.0
2016,US,33-9021,Private Detectives and Investigators,28490.0,25.74,53530.0,23.17,48190.0,27210.0,87070.0
2016,US,33-9031,Gaming Surveillance Officers and Gaming Investigators,10460.0,16.96,35280.0,15.69,32630.0,22340.0,52500.0
2016,US,33-9032,Security Guards,1103120.0,14.29,29730.0,12.39,25770.0,18860.0,47260.0
2016,US,33-9091,Crossing Guards,72900.0,14.03,29190.0,12.84,26700.0,18320.0,42210.0
2016,US,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",145100.0,10.89,22640.0,9.76,20290.0,17070.0,31840.0
2016,US,33-9093,Transportation Security Screeners,42750.0,19.31,40160.0,19.08,39680.0,33410.0,47300.0
2016,US,33-9099,"Protective Service Workers, All Other",135120.0,15.81,32880.0,13.81,28720.0,19140.0,53460.0
2016,US,35-1011,Chefs and Head Cooks,134190.0,22.79,47390.0,20.76,43180.0,23630.0,76280.0
2016,US,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,908550.0,16.68,34700.0,15.13,31480.0,20690.0,54510.0
2016,US,35-2011,"Cooks, Fast Food",513200.0,9.89,20570.0,9.55,19860.0,16850.0,25290.0
2016,US,35-2012,"Cooks, Institution and Cafeteria",409850.0,12.68,26370.0,11.9,24750.0,17840.0,38030.0
2016,US,35-2013,"Cooks, Private Household",370.0,20.3,42220.0,15.42,32060.0,21080.0,62730.0
2016,US,35-2014,"Cooks, Restaurant",1217370.0,12.23,25430.0,11.61,24140.0,18170.0,35090.0
2016,US,35-2015,"Cooks, Short Order",183990.0,11.12,23130.0,10.52,21890.0,17520.0,30890.0
2016,US,35-2019,"Cooks, All Other",15490.0,14.04,29210.0,13.04,27120.0,18870.0,43580.0
2016,US,35-2021,Food Preparation Workers,850670.0,11.02,22920.0,10.31,21440.0,17420.0,31040.0
2016,US,35-3011,Bartenders,603320.0,12.3,25580.0,10.0,20800.0,17310.0,40230.0
2016,US,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",3426090.0,9.84,20460.0,9.35,19440.0,16810.0,25330.0
2016,US,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",499550.0,10.28,21380.0,9.6,19970.0,17230.0,28010.0
2016,US,35-3031,Waiters and Waitresses,2564610.0,11.73,24410.0,9.61,19990.0,17090.0,38460.0
2016,US,35-3041,"Food Servers, Nonrestaurant",261520.0,11.29,23490.0,10.21,21240.0,17320.0,33430.0
2016,US,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,423080.0,10.74,22340.0,9.71,20200.0,17280.0,30390.0
2016,US,35-9021,Dishwashers,506450.0,10.22,21260.0,10.0,20800.0,17310.0,25800.0
2016,US,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",404360.0,10.29,21410.0,9.6,19980.0,16990.0,28620.0
2016,US,35-9099,"Food Preparation and Serving Related Workers, All Other",59060.0,11.16,23200.0,10.14,21090.0,17190.0,33450.0
2016,US,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,161140.0,19.83,41240.0,18.36,38190.0,23650.0,63350.0
2016,US,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",103070.0,23.46,48790.0,21.99,45740.0,28400.0,75060.0
2016,US,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2161740.0,12.99,27030.0,11.63,24190.0,18000.0,40760.0
2016,US,37-2012,Maids and Housekeeping Cleaners,924640.0,11.46,23830.0,10.49,21820.0,17370.0,34430.0
2016,US,37-2019,"Building Cleaning Workers, All Other",15020.0,14.88,30960.0,14.28,29700.0,19430.0,45140.0
2016,US,37-2021,Pest Control Workers,72830.0,16.84,35020.0,15.88,33040.0,21630.0,50920.0
2016,US,37-3011,Landscaping and Groundskeeping Workers,906570.0,13.73,28560.0,12.65,26320.0,19160.0,41070.0
2016,US,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",25230.0,17.17,35720.0,16.22,33740.0,23130.0,51030.0
2016,US,37-3013,Tree Trimmers and Pruners,40680.0,17.94,37310.0,16.84,35030.0,22950.0,56970.0
2016,US,37-3019,"Grounds Maintenance Workers, All Other",15170.0,15.83,32930.0,13.69,28470.0,19020.0,56430.0
2016,US,39-1011,Gaming Supervisors,22130.0,24.43,50810.0,24.29,50520.0,28640.0,74660.0
2016,US,39-1012,Slot Supervisors,7640.0,18.41,38300.0,17.35,36080.0,20810.0,60630.0
2016,US,39-1021,First-Line Supervisors of Personal Service Workers,190420.0,19.15,39830.0,17.65,36700.0,22660.0,61850.0
2016,US,39-2011,Animal Trainers,13590.0,16.62,34580.0,13.31,27690.0,18740.0,58050.0
2016,US,39-2021,Nonfarm Animal Caretakers,187360.0,11.74,24420.0,10.57,21990.0,17550.0,35860.0
2016,US,39-3011,Gaming Dealers,94570.0,10.57,21990.0,9.27,19290.0,16630.0,31780.0
2016,US,39-3012,Gaming and Sports Book Writers and Runners,11460.0,12.36,25710.0,10.87,22600.0,17820.0,39520.0
2016,US,39-3019,"Gaming Service Workers, All Other",12140.0,13.61,28300.0,11.96,24880.0,18090.0,42200.0
2016,US,39-3021,Motion Picture Projectionists,5480.0,11.9,24750.0,10.62,22100.0,17660.0,35030.0
2016,US,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",117920.0,10.45,21740.0,9.58,19920.0,16970.0,29690.0
2016,US,39-3091,Amusement and Recreation Attendants,286740.0,10.58,22000.0,9.69,20160.0,17190.0,29660.0
2016,US,39-3092,Costume Attendants,6640.0,24.27,50470.0,22.07,45900.0,20820.0,87310.0
2016,US,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",18040.0,11.73,24390.0,10.44,21720.0,17560.0,36100.0
2016,US,39-3099,"Entertainment Attendants and Related Workers, All Other",14550.0,11.83,24610.0,11.19,23270.0,17880.0,32000.0
2016,US,39-4011,Embalmers,3710.0,20.32,42260.0,19.3,40150.0,24970.0,63090.0
2016,US,39-4021,Funeral Attendants,35770.0,13.03,27110.0,11.94,24830.0,18100.0,39720.0
2016,US,39-4031,"Morticians, Undertakers, and Funeral Directors",25850.0,26.3,54700.0,24.08,50090.0,27950.0,83980.0
2016,US,39-5011,Barbers,15900.0,14.38,29900.0,12.38,25760.0,18210.0,47400.0
2016,US,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",352380.0,14.23,29590.0,11.66,24260.0,17930.0,49050.0
2016,US,39-5091,"Makeup Artists, Theatrical and Performance",3600.0,34.42,71590.0,29.31,60970.0,22630.0,124960.0
2016,US,39-5092,Manicurists and Pedicurists,90630.0,11.7,24330.0,10.65,22150.0,18800.0,33590.0
2016,US,39-5093,Shampooers,15240.0,10.08,20960.0,9.47,19700.0,17480.0,25750.0
2016,US,39-5094,Skincare Specialists,43980.0,16.91,35160.0,14.55,30270.0,18640.0,59780.0
2016,US,39-6011,Baggage Porters and Bellhops,44750.0,11.97,24910.0,10.7,22260.0,17690.0,36110.0
2016,US,39-6012,Concierges,32020.0,15.11,31440.0,14.06,29250.0,20560.0,46750.0
2016,US,39-7011,Tour Guides and Escorts,38660.0,13.51,28100.0,11.98,24920.0,18300.0,43060.0
2016,US,39-7012,Travel Guides,3030.0,17.28,35930.0,15.44,32100.0,19030.0,58400.0
2016,US,39-9011,Childcare Workers,569370.0,11.02,22930.0,10.18,21170.0,17190.0,31710.0
2016,US,39-9021,Personal Care Aides,1492250.0,10.92,22710.0,10.54,21920.0,17310.0,29760.0
2016,US,39-9031,Fitness Trainers and Aerobics Instructors,257410.0,20.57,42780.0,18.34,38160.0,19150.0,72980.0
2016,US,39-9032,Recreation Workers,336880.0,13.09,27230.0,11.48,23870.0,18000.0,41660.0
